game_id,game_date,home_team_id,matchup,away_team_id,season,season_type,round_name
1022400003,2024-05-14,1611661319,LVA vs. PHO,1611661317,2024,Regular Season,
1022400002,2024-05-14,1611661323,CON vs. IND,1611661325,2024,Regular Season,
1022400004,2024-05-14,1611661328,SEA vs. MIN,1611661324,2024,Regular Season,
1022400001,2024-05-14,1611661322,WAS vs. NYL,1611661313,2024,Regular Season,
1022400005,2024-05-15,1611661321,DAL vs. CHI,1611661329,2024,Regular Season,
1022400006,2024-05-15,1611661320,LAS vs. ATL,1611661330,2024,Regular Season,
1022400007,2024-05-16,1611661325,IND vs. NYL,1611661313,2024,Regular Season,
1022400008,2024-05-17,1611661323,CON vs. WAS,1611661322,2024,Regular Season,
1022400009,2024-05-17,1611661324,MIN vs. SEA,1611661328,2024,Regular Season,
1022400012,2024-05-18,1611661321,DAL vs. CHI,1611661329,2024,Regular Season,
1022400010,2024-05-18,1611661313,NYL vs. IND,1611661325,2024,Regular Season,
1022400013,2024-05-18,1611661317,PHO vs. ATL,1611661330,2024,Regular Season,
1022400011,2024-05-18,1611661319,LVA vs. LAS,1611661320,2024,Regular Season,
1022400014,2024-05-19,1611661322,WAS vs. SEA,1611661328,2024,Regular Season,
1022400016,2024-05-20,1611661313,NYL vs. SEA,1611661328,2024,Regular Season,
1022400015,2024-05-20,1611661325,IND vs. CON,1611661323,2024,Regular Season,
1022400018,2024-05-21,1611661319,LVA vs. PHO,1611661317,2024,Regular Season,
1022400019,2024-05-21,1611661320,LAS vs. WAS,1611661322,2024,Regular Season,
1022400017,2024-05-21,1611661330,ATL vs. DAL,1611661321,2024,Regular Season,
1022400020,2024-05-22,1611661328,SEA vs. IND,1611661325,2024,Regular Season,
1022400023,2024-05-23,1611661317,PHO vs. WAS,1611661322,2024,Regular Season,
1022400021,2024-05-23,1611661323,CON vs. MIN,1611661324,2024,Regular Season,
1022400022,2024-05-23,1611661313,NYL vs. CHI,1611661329,2024,Regular Season,
1022400024,2024-05-24,1611661320,LAS vs. IND,1611661325,2024,Regular Season,
1022400029,2024-05-25,1611661317,PHO vs. DAL,1611661321,2024,Regular Season,
1022400027,2024-05-25,1611661319,LVA vs. IND,1611661325,2024,Regular Season,
1022400028,2024-05-25,1611661328,SEA vs. WAS,1611661322,2024,Regular Season,
1022400026,2024-05-25,1611661329,CHI vs. CON,1611661323,2024,Regular Season,
1022400025,2024-05-25,1611661324,MIN vs. NYL,1611661313,2024,Regular Season,
1022400031,2024-05-26,1611661320,LAS vs. DAL,1611661321,2024,Regular Season,
1022400030,2024-05-26,1611661330,ATL vs. MIN,1611661324,2024,Regular Season,
1022400032,2024-05-28,1611661323,CON vs. PHO,1611661317,2024,Regular Season,
1022400033,2024-05-28,1611661325,IND vs. LAS,1611661320,2024,Regular Season,
1022400034,2024-05-28,1611661329,CHI vs. SEA,1611661328,2024,Regular Season,
1022400035,2024-05-29,1611661313,NYL vs. PHO,1611661317,2024,Regular Season,
1022400036,2024-05-29,1611661322,WAS vs. ATL,1611661330,2024,Regular Season,
1022400037,2024-05-29,1611661324,MIN vs. LVA,1611661319,2024,Regular Season,
1022400039,2024-05-30,1611661329,CHI vs. LAS,1611661320,2024,Regular Season,
1022400038,2024-05-30,1611661325,IND vs. SEA,1611661328,2024,Regular Season,
1022400042,2024-05-31,1611661313,NYL vs. WAS,1611661322,2024,Regular Season,
1022400041,2024-05-31,1611661323,CON vs. DAL,1611661321,2024,Regular Season,
1022400043,2024-05-31,1611661324,MIN vs. PHO,1611661317,2024,Regular Season,
1022400040,2024-05-31,1611661330,ATL vs. LVA,1611661319,2024,Regular Season,
1022400044,2024-06-01,1611661325,IND vs. CHI,1611661329,2024,Regular Season,
1022400046,2024-06-02,1611661313,NYL vs. IND,1611661325,2024,Regular Season,
1022400047,2024-06-02,1611661324,MIN vs. DAL,1611661321,2024,Regular Season,
1022400045,2024-06-02,1611661330,ATL vs. CON,1611661323,2024,Regular Season,
1022400048,2024-06-02,1611661317,PHO vs. LAS,1611661320,2024,Regular Season,
1022400049,2024-06-04,1611661323,CON vs. WAS,1611661322,2024,Regular Season,
1022400051,2024-06-04,1611661328,SEA vs. PHO,1611661317,2024,Regular Season,
1022400050,2024-06-04,1611661329,CHI vs. NYL,1611661313,2024,Regular Season,
1022400053,2024-06-05,1611661320,LAS vs. MIN,1611661324,2024,Regular Season,
1022400052,2024-06-05,1611661321,DAL vs. LVA,1611661319,2024,Regular Season,
1022400055,2024-06-06,1611661330,ATL vs. NYL,1611661313,2024,Regular Season,
1022400054,2024-06-06,1611661322,WAS vs. CHI,1611661329,2024,Regular Season,
1022400059,2024-06-07,1611661317,PHO vs. MIN,1611661324,2024,Regular Season,
1022400057,2024-06-07,1611661319,LVA vs. SEA,1611661328,2024,Regular Season,
1022400058,2024-06-07,1611661320,LAS vs. DAL,1611661321,2024,Regular Season,
1022400056,2024-06-07,1611661322,WAS vs. IND,1611661325,2024,Regular Season,
1022400060,2024-06-08,1611661323,CON vs. NYL,1611661313,2024,Regular Season,
1022400061,2024-06-08,1611661329,CHI vs. ATL,1611661330,2024,Regular Season,
1022400062,2024-06-09,1611661313,NYL vs. WAS,1611661322,2024,Regular Season,
1022400063,2024-06-09,1611661321,DAL vs. PHO,1611661317,2024,Regular Season,
1022400064,2024-06-09,1611661324,MIN vs. SEA,1611661328,2024,Regular Season,
1022400065,2024-06-09,1611661320,LAS vs. LVA,1611661319,2024,Regular Season,
1022400066,2024-06-10,1611661323,CON vs. IND,1611661325,2024,Regular Season,
1022400068,2024-06-11,1611661319,LVA vs. MIN,1611661324,2024,Regular Season,
1022400069,2024-06-11,1611661328,SEA vs. LAS,1611661320,2024,Regular Season,
1022400067,2024-06-11,1611661330,ATL vs. WAS,1611661322,2024,Regular Season,
1022400070,2024-06-12,1611661329,CHI vs. CON,1611661323,2024,Regular Season,
1022400073,2024-06-13,1611661317,PHO vs. LVA,1611661319,2024,Regular Season,
