player_id,orapm,drapm,net_rapm,possessions,season,season_type
100720,0.907,-1.108,-0.266,2827,2022,RS
100940,-0.668,-1.668,-1.385,2774,2022,RS
201480,0.291,1.092,0.921,2380,2022,RS
201496,1.095,0.684,0.916,2846,2022,RS
201516,1.705,0.179,1.744,2621,2022,RS
201886,0.559,-0.793,-0.515,3120,2022,RS
201896,-2.528,1.618,-0.957,1983,2022,RS
201911,-1.336,-0.911,-0.675,654,2022,RS
201913,-2.782,1.291,-0.888,1495,2022,RS
202250,0.967,-0.214,1.082,3093,2022,RS
202252,1.056,1.964,2.684,2189,2022,RS
202259,-0.655,0.111,-1.065,1203,2022,RS
202633,0.252,0.959,0.99,1769,2022,RS
202641,-1.899,-1.05,-1.863,350,2022,RS
202650,-3.355,-1.832,-3.662,1203,2022,RS
202658,0.308,-0.136,0.645,1765,2022,RS
202662,-0.33,-0.649,-1.147,304,2022,RS
202664,0.54,2.283,1.628,2348,2022,RS
203014,2.247,-2.19,0.374,2732,2022,RS
203024,-0.557,-0.204,0.38,778,2022,RS
203026,0.539,-0.669,1.094,912,2022,RS
203029,1.375,0.131,1.218,1317,2022,RS
203035,0.889,-1.103,-0.151,2987,2022,RS
203389,-2.45,0.056,-1.437,639,2022,RS
203399,4.193,1.909,4.948,2076,2022,RS
203400,1.052,1.116,1.88,2749,2022,RS
203403,-2.619,0.353,-1.588,1165,2022,RS
203416,3.213,0.334,2.195,3098,2022,RS
203822,-0.813,2.889,0.633,2507,2022,RS
203823,2.99,1.194,3.454,1609,2022,RS
203824,-0.769,0.053,-1.291,392,2022,RS
203825,1.816,-0.166,1.64,2821,2022,RS
203826,1.381,2.072,2.035,3441,2022,RS
203827,1.652,0.839,2.196,2726,2022,RS
203828,-0.747,-0.777,-0.911,2320,2022,RS
203829,0.774,-1.914,-0.773,566,2022,RS
203831,1.058,1.096,1.417,1497,2022,RS
203833,3.467,1.141,3.312,3628,2022,RS
203849,-1.77,-1.424,-2.8,1237,2022,RS
203855,-1.757,0.885,-0.679,1830,2022,RS
203866,0.643,-0.093,0.406,3375,2022,RS
204296,-1.03,1.162,-0.202,1303,2022,RS
204319,1.026,0.845,1.513,3892,2022,RS
204322,-0.963,2.715,0.705,1262,2022,RS
204323,0.654,1.619,2.139,2348,2022,RS
204324,0.247,0.936,0.5,2957,2022,RS
204329,-0.057,0.827,0.01,1537,2022,RS
