player_id,player_name,poss,ots,otov,oreb,otrans,dts,dtov,dreb,dtrans,net_rapm_full,net_rapm_reconstructed,residual
203400,Skylar Diggins,14098,0.01225948054343462,-0.004346305504441261,-0.008771990425884724,0.016865599900484085,0.00691458024084568,0.008324303664267063,-0.0010487607214599848,0.037690576165914536,4.401,2.4961161803169647,1.904883819683035
1631007,Veronica Burton,10360,0.010516581125557423,-0.004339070525020361,0.0038851466961205006,0.020176228135824203,0.01389630138874054,0.0012090709060430527,0.006830466445535421,0.018698275089263916,4.291,3.313942990582633,0.9770570094173672
1629483,Napheesa Collier,13839,0.012734592892229557,-0.008500678464770317,-0.0066600083373487,0.018867509439587593,0.01100119762122631,0.003939739894121885,-0.00570173654705286,0.032978784292936325,4.116,3.2477522625111783,0.8682477374888213
1629539,Amy Okonkwo,462,0.012525209225714207,-0.003990090452134609,-0.0023648387286812067,0.007176338229328394,0.001524588675238192,0.00021494472457561642,-0.01396411843597889,0.0037258174270391464,3.417,1.532530063720604,1.8844699362793957
1630442,Natasha Mack,4080,0.005148719530552626,0.0006107608787715435,0.015040512196719646,-0.019493216648697853,0.013014125637710094,-0.003072070423513651,-0.005548770073801279,0.012824838981032372,3.329,2.384153688729481,0.9448463112705192
1628932,A'ja Wilson,19721,0.011147169396281242,-0.011859013698995113,-0.004390934947878122,0.03067738562822342,0.0028000620659440756,0.0036557638086378574,0.027587899938225746,0.02225693129003048,3.305,3.1296827935871128,0.1753172064128874
1630996,Rae Burrell,5408,-0.00026873263414017856,-0.005548604764044285,0.020120825618505478,0.00204713293351233,-0.0009555729338899255,0.008408843539655209,-0.010854351334273815,0.009666560217738152,3.303,1.3100079708571424,1.9929920291428576
1641656,Laeticia Amihere,2438,0.010752446949481964,-0.005773079115897417,0.012816649861633778,-0.001628468744456768,-0.0005404273979365826,-0.0004862361238338053,-0.0030569094233214855,0.026045899838209152,3.255,2.327457336908828,0.9275426630911721
1630134,Sug Sutton,8183,0.012487020343542099,0.00027471824432723224,-0.010573286563158035,0.014674248173832893,0.003610734362155199,-0.004448902327567339,-0.007363041862845421,0.0019099840428680182,3.11,0.8318967030760136,2.2781032969239865
1629498,Jackie Young,21320,0.010386282578110695,-0.007100419141352177,-0.008393730036914349,0.02605380117893219,0.006160706281661987,-8.986505417851731e-05,0.0023449757136404514,0.013487589545547962,2.957,2.0814742416270815,0.8755257583729184
1630387,Iliana Rupert,3080,0.00812400970607996,-0.0010706662433221936,0.003670893842354417,-0.019884143024683,0.0096897529438138,-0.002694948110729456,-0.0010890011908486485,0.014912295155227184,2.747,2.202979921543554,0.544020078456446
1628280,Brionna Jones,13742,0.008706165477633476,-0.004690150264650583,0.026652393862605095,0.044584739953279495,0.009048186242580414,0.001143860979937017,0.020414818078279495,0.027676483616232872,2.734,3.7295610528566288,-0.9955610528566288
1628909,Kelsey Mitchell,18849,0.012102410197257996,-0.004284101538360119,-0.008347324095666409,0.021068111062049866,-0.0038602366112172604,0.0016687618335708976,-0.004709942732006311,0.01561383530497551,2.69,0.9033481533138392,1.7866518466861607
1628269,Nia Coffey,9143,0.0025440084282308817,-0.00025148873100988567,-0.012005805037915707,-0.011487447656691074,0.01483824010938406,0.0017490810714662075,0.003697639564052224,0.025346839800477028,2.531,1.5902104674728899,0.9407895325271103
1627672,Aerial Powers,6457,0.002484687836840749,-0.0036352556198835373,0.003497245954349637,0.00510632898658514,0.005035375710576773,0.0027049100026488304,-0.0008911417098715901,0.009208320640027523,2.15,1.3141837801284475,0.8358162198715524
1627668,Breanna Stewart,18339,0.006988066714257002,-0.008926699869334698,0.0014229916268959641,0.055769819766283035,0.009267259389162064,0.0011402805102989078,0.021004095673561096,0.07045332342386246,2.055,3.17031758555735,-1.1153175855573498
1630149,Satou Sabally,9395,0.008479570969939232,-0.008701832965016365,0.005533065181225538,0.04446277767419815,-0.00035954409395344555,0.007462427485734224,0.008805926889181137,0.02562057599425316,1.977,2.264702453150575,-0.28770245315057497
1628277,Allisha Gray,17769,0.004161328077316284,-0.0043298667296767235,0.00887911207973957,0.005874226335436106,0.00716989254578948,-0.0031761759892106056,0.008326687850058079,0.012385781854391098,1.849,2.021973357548439,-0.1729733575484389
204324,Dearica Hamby,16102,0.004305157344788313,0.0008424989646300673,0.008296649903059006,0.07382986694574356,0.0025836974382400513,-1.3981409210828133e-05,0.003615369787439704,-0.0037960903719067574,1.802,0.4092103457248035,1.3927896542751965
