player_id,orapm,drapm,net_rapm,possessions,season,season_type
1629498,2.246,1.613,2.957,4609,2025,RS
1629501,2.977,-0.211,0.494,3486,2025,RS
1629524,0.108,2.249,1.757,3834,2025,RS
1629539,3.782,0.136,3.417,462,2025,RS
1629546,-0.445,-0.627,-0.696,2760,2025,RS
1629567,2.1,0.862,1.563,3170,2025,RS
1629568,0.591,0.929,1.348,2534,2025,RS
1629574,0.569,0.271,1.266,1690,2025,RS
1630096,-0.884,-0.95,-1.085,2188,2025,RS
1630097,-0.622,2.34,0.975,1983,2025,RS
1630134,1.825,1.652,3.11,3633,2025,RS
1630142,0.369,1.167,0.847,3430,2025,RS
1630143,-0.947,-0.319,-0.337,1989,2025,RS
1630149,1.775,0.987,1.977,2862,2025,RS
1630387,2.052,1.495,2.747,1460,2025,RS
1630389,-3.005,-0.314,-2.251,2579,2025,RS
1630442,2.666,3.407,3.329,1731,2025,RS
1630446,-0.739,-1.263,-0.502,2470,2025,RS
1630461,-0.957,-0.461,-0.145,434,2025,RS
1630462,-0.407,-0.272,-0.405,1617,2025,RS
1630471,0.778,-0.535,-0.214,2354,2025,RS
1630996,2.303,0.465,3.303,1875,2025,RS
1631006,-1.699,2.578,0.365,1349,2025,RS
1631007,3.462,2.586,4.291,4059,2025,RS
1631009,0.244,1.554,0.556,2677,2025,RS
1631019,-0.368,-0.006,-0.051,2859,2025,RS
1631022,-3.036,1.092,-1.862,2829,2025,RS
1631044,0.02,1.008,0.812,2810,2025,RS
1631055,-0.131,-0.654,-0.807,1109,2025,RS
1631064,0.373,0.357,-0.445,569,2025,RS
1631083,1.775,-0.272,0.148,1893,2025,RS
1631086,0.144,0.925,0.532,3437,2025,RS
1631118,-2.758,0.145,-2.799,1500,2025,RS
1631135,1.922,-3.45,-0.918,2402,2025,RS
1631141,-4.194,-2.593,-4.361,2639,2025,RS
1641648,1.729,0.985,1.548,3750,2025,RS
1641649,-2.308,-1.071,-2.933,1451,2025,RS
1641650,-0.16,-1.906,-1.58,1865,2025,RS
1641652,1.974,-1.419,0.844,2363,2025,RS
1641656,4.975,0.383,3.255,1425,2025,RS
1641658,-2.506,-1.266,-2.923,1376,2025,RS
1641660,5.765,-5.786,-0.388,1002,2025,RS
1642210,-4.51,-1.049,-4.088,1217,2025,RS
1642240,-2.119,0.45,-1.3,386,2025,RS
1642244,-1.288,0.11,-0.472,1333,2025,RS
1642286,-1.045,-0.979,-1.914,1193,2025,RS
1642287,-1.946,-0.425,-3.732,982,2025,RS
1642288,-0.94,-1.227,-1.039,3689,2025,RS
1642289,-0.286,-1.123,0.363,3465,2025,RS
1642290,-1.724,1.8,-0.247,1829,2025,RS
1642291,-0.265,0.417,0.359,3020,2025,RS
1642292,-0.026,-6.355,-4.315,2048,2025,RS
1642293,0.205,0.349,0.496,336,2025,RS
1642295,-1.879,-1.143,-3.586,308,2025,RS
1642303,-0.285,3.848,1.775,1903,2025,RS
1642304,-0.943,1.557,0.384,1862,2025,RS
1642320,-1.68,-0.549,-3.134,461,2025,RS
1642324,-0.969,-0.34,-1.198,2105,2025,RS
1642767,0.482,-1.606,-0.341,2994,2025,RS
1642773,-0.863,-0.017,-1.076,399,2025,RS
1642774,1.001,-2.424,-0.951,582,2025,RS
1642777,0.174,0.651,0.734,2553,2025,RS
1642782,-2.014,-1.818,-2.038,1719,2025,RS
1642784,1.903,-2.183,0.425,3271,2025,RS
1642785,0.675,0.658,1.226,3711,2025,RS
1642792,0.365,1.087,1.456,3487,2025,RS
1642793,0.317,-1.326,-0.753,2180,2025,RS
1642796,-1.652,0.533,-0.9,316,2025,RS
1642798,3.478,-4.479,-1.42,2277,2025,RS
1642800,-1.337,2.512,1.626,2224,2025,RS
1642801,-1.758,-0.674,-1.74,2269,2025,RS
1642802,-0.695,-0.546,-0.306,2071,2025,RS
1642804,0.781,0.488,1.062,2185,2025,RS
1642808,-0.119,1.164,0.903,2032,2025,RS
1642809,-3.139,-2.106,-3.913,3206,2025,RS
1642815,1.663,0.859,0.935,830,2025,RS
1642817,-2.46,-0.96,-2.635,1078,2025,RS
1642818,0.49,0.397,0.863,983,2025,RS
1642820,-0.53,-1.771,-1.367,458,2025,RS
1642822,-1.685,0.431,-0.841,649,2025,RS
1642841,-2.058,0.109,-1.912,431,2025,RS
