player_id,player_name,poss,ots,otov,oreb,otrans,dts,dtov,dreb,dtrans,net_rapm_full,net_rapm_reconstructed,residual,usg,net_rapm_reconstructed_v2,residual_v2
203400,Skylar Diggins,14098,0.0122594805434346,-0.0043463055044412,-0.0087719904258847,0.016865599900484,0.0069145802408456,0.008324303664267,-0.0010487607214599,0.0376905761659145,4.401,2.4961161803169647,1.904883819683035,0.2445276063100137,2.6226560617666093,1.7783439382333905
1631007,Veronica Burton,10360,0.0105165811255574,-0.0043390705250203,0.0038851466961205,0.0201762281358242,0.0138963013887405,0.001209070906043,0.0068304664455354,0.0186982750892639,4.291,3.313942990582633,0.9770570094173672,0.14213990324314638,3.112890487077262,1.1781095129227386
1629483,Napheesa Collier,13839,0.0127345928922295,-0.0085006784647703,-0.0066600083373487,0.0188675094395875,0.0110011976212263,0.0039397398941218,-0.0057017365470528,0.0329787842929363,4.116,3.2477522625111783,0.8682477374888213,0.2600864960475172,3.424246469445252,0.6917535305547475
1629539,Amy Okonkwo,462,0.0125252092257142,-0.0039900904521346,-0.0023648387286812,0.0071763382293283,0.0015245886752381,0.0002149447245756,-0.0139641184359788,0.0037258174270391,3.417,1.532530063720604,1.884469936279396,0.207,1.57245312098709,1.8445468790129098
1630442,Natasha Mack,4080,0.0051487195305526,0.0006107608787715,0.0150405121967196,-0.0194932166486978,0.01301412563771,-0.0030720704235136,-0.0055487700738012,0.0128248389810323,3.329,2.384153688729481,0.9448463112705192,0.11001079193778766,2.186212505638798,1.142787494361202
1628932,A'ja Wilson,19721,0.0111471693962812,-0.0118590136989951,-0.0043909349478781,0.0306773856282234,0.002800062065944,0.0036557638086378,0.0275878999382257,0.0222569312900304,3.305,3.1296827935871128,0.1753172064128874,0.28580652617267166,3.3426880910189305,-0.037688091018930336
1630996,Rae Burrell,5408,-0.0002687326341401,-0.0055486047640442,0.0201208256185054,0.0020471329335123,-0.0009555729338899,0.0084088435396552,-0.0108543513342738,0.0096665602177381,3.303,1.3100079708571424,1.9929920291428576,0.17168860759493668,1.2520795075418452,2.0509204924581548
1641656,Laeticia Amihere,2438,0.0107524469494819,-0.0057730791158974,0.0128166498616337,-0.0016284687444567,-0.0005404273979365,-0.0004862361238338,-0.0030569094233214,0.0260458998382091,3.255,2.327457336908828,0.927542663091172,0.19832840909090912,2.333376761406333,0.9216232385936669
1630134,Sug Sutton,8183,0.012487020343542,0.0002747182443272,-0.010573286563158,0.0146742481738328,0.0036107343621551,-0.0044489023275673,-0.0073630418628454,0.001909984042868,3.11,0.8318967030760136,2.2781032969239865,0.16564885286978312,0.7343788141580537,2.375621185841946
1629498,Jackie Young,21320,0.0103862825781106,-0.0071004191413521,-0.0083937300369143,0.0260538011789321,0.0061607062816619,-8.986505417851731e-05,0.0023449757136404,0.0134875895455479,2.957,2.081474241627081,0.8755257583729184,0.2047936539948237,2.072914425100921,0.8840855748990788
1630387,Iliana Rupert,3080,0.0081240097060799,-0.0010706662433221,0.0036708938423544,-0.019884143024683,0.0096897529438138,-0.0026949481107294,-0.0010890011908486,0.0149122951552271,2.747,2.202979921543554,0.544020078456446,0.1510854937204747,2.1298134123290593,0.6171865876709406
1628280,Brionna Jones,13742,0.0087061654776334,-0.0046901502646505,0.026652393862605,0.0445847399532794,0.0090481862425804,0.001143860979937,0.0204148180782794,0.0276764836162328,2.734,3.7295610528566288,-0.9955610528566288,0.20713100388729053,3.6618538486755425,-0.9278538486755425
1628909,Kelsey Mitchell,18849,0.0121024101972579,-0.0042841015383601,-0.0083473240956664,0.0210681110620498,-0.0038602366112172,0.0016687618335708,-0.0047099427320063,0.0156138353049755,2.69,0.9033481533138392,1.7866518466861607,0.24126394052044614,1.0130831383057926,1.6769168616942074
1628269,Nia Coffey,9143,0.0025440084282308,-0.0002514887310098,-0.0120058050379157,-0.011487447656691,0.014838240109384,0.0017490810714662,0.0036976395640522,0.025346839800477,2.531,1.59021046747289,0.9407895325271104,0.16693882059504722,1.5734134578056067,0.9575865421943934
1627672,Aerial Powers,6457,0.0024846878368407,-0.0036352556198835,0.0034972459543496,0.0051063289865851,0.0050353757105767,0.0027049100026488,-0.0008911417098715,0.0092083206400275,2.15,1.3141837801284475,0.8358162198715524,0.2628655519091525,1.5579991058424247,0.5920008941575752
1627668,Breanna Stewart,18339,0.006988066714257,-0.0089266998693346,0.0014229916268959,0.055769819766283,0.009267259389162,0.0011402805102989,0.021004095673561,0.0704533234238624,2.055,3.17031758555735,-1.1153175855573498,0.26618496984579826,3.2674181292569693,-1.2124181292569691
1630149,Satou Sabally,9395,0.0084795709699392,-0.0087018329650163,0.0055330651812255,0.0444627776741981,-0.0003595440939534,0.0074624274857342,0.0088059268891811,0.0256205759942531,1.977,2.264702453150575,-0.2877024531505749,0.24664947265287301,2.327286059013221,-0.35028605901322085
1628277,Allisha Gray,17769,0.0041613280773162,-0.0043298667296767,0.0088791120797395,0.0058742263354361,0.0071698925457894,-0.0031761759892106,0.008326687850058,0.012385781854391,1.849,2.021973357548439,-0.1729733575484389,0.20318866265537988,2.060635228443338,-0.21163522844333804
204324,Dearica Hamby,16102,0.0043051573447883,0.00084249896463,0.008296649903059,0.0738298669457435,0.00258369743824,-1.3981409210828131e-05,0.0036153697874397,-0.0037960903719067,1.802,0.4092103457248035,1.3927896542751963,0.21160833035731066,0.33940843314710534,1.4625915668528946
1642303,Leila Lacan,1903,-0.0031506693921983,0.0023011886514723,0.0065420842729508,0.008400690741837,0.0037538323085755,0.0023997796233743,-0.0025395355187356,0.0030108653008937,1.775,-0.1053156229885385,1.8803156229885385,0.185,-0.09946927544470985,1.8744692754447096
1629524,Bridget Carleton,13977,0.002288220450282,0.0015863660955801,0.0063195899128913,0.0002247600205009,0.0121555412188172,0.0037149537820369,-0.0022872488480061,0.0111754769459366,1.757,1.6298499406286764,0.1271500593713235,0.11849437934079574,1.426525198544537,0.3304748014554628
