game_id,game_date,home_team_id,matchup,away_team_id,season,season_type,round_name
1021900002,2019-05-24,1611661313,NYL vs. IND,1611661325,2019,Regular Season,
1021900001,2019-05-24,1611661330,ATL vs. DAL,1611661321,2019,Regular Season,
1021900004,2019-05-25,1611661323,CON vs. WAS,1611661322,2019,Regular Season,
1021900005,2019-05-25,1611661324,MIN vs. CHI,1611661329,2019,Regular Season,
1021900003,2019-05-25,1611661328,SEA vs. PHO,1611661317,2019,Regular Season,
1021900006,2019-05-26,1611661319,LVA vs. LAS,1611661320,2019,Regular Season,
1021900007,2019-05-28,1611661323,CON vs. IND,1611661325,2019,Regular Season,
1021900008,2019-05-29,1611661324,MIN vs. SEA,1611661328,2019,Regular Season,
1021900010,2019-05-31,1611661317,PHO vs. LVA,1611661319,2019,Regular Season,
1021900011,2019-05-31,1611661320,LAS vs. CON,1611661323,2019,Regular Season,
1021900009,2019-05-31,1611661330,ATL vs. SEA,1611661328,2019,Regular Season,
1021900015,2019-06-01,1611661321,DAL vs. MIN,1611661324,2019,Regular Season,
1021900013,2019-06-01,1611661322,WAS vs. ATL,1611661330,2019,Regular Season,
1021900012,2019-06-01,1611661325,IND vs. NYL,1611661313,2019,Regular Season,
1021900014,2019-06-01,1611661329,CHI vs. SEA,1611661328,2019,Regular Season,
1021900016,2019-06-02,1611661319,LVA vs. CON,1611661323,2019,Regular Season,
1021900017,2019-06-04,1611661313,NYL vs. LAS,1611661320,2019,Regular Season,
1021900018,2019-06-04,1611661328,SEA vs. MIN,1611661324,2019,Regular Season,
1021900019,2019-06-05,1611661322,WAS vs. CHI,1611661329,2019,Regular Season,
1021900021,2019-06-06,1611661323,CON vs. LAS,1611661320,2019,Regular Season,
1021900022,2019-06-06,1611661324,MIN vs. PHO,1611661317,2019,Regular Season,
1021900020,2019-06-06,1611661330,ATL vs. LVA,1611661319,2019,Regular Season,
1021900024,2019-06-07,1611661313,NYL vs. WAS,1611661322,2019,Regular Season,
1021900023,2019-06-07,1611661325,IND vs. DAL,1611661321,2019,Regular Season,
1021900025,2019-06-08,1611661324,MIN vs. LAS,1611661320,2019,Regular Season,
1021900027,2019-06-09,1611661313,NYL vs. LVA,1611661319,2019,Regular Season,
1021900028,2019-06-09,1611661322,WAS vs. DAL,1611661321,2019,Regular Season,
1021900029,2019-06-09,1611661325,IND vs. PHO,1611661317,2019,Regular Season,
1021900030,2019-06-09,1611661329,CHI vs. SEA,1611661328,2019,Regular Season,
1021900026,2019-06-09,1611661330,ATL vs. CON,1611661323,2019,Regular Season,
1021900031,2019-06-11,1611661323,CON vs. WAS,1611661322,2019,Regular Season,
1021900032,2019-06-11,1611661325,IND vs. SEA,1611661328,2019,Regular Season,
1021900033,2019-06-11,1611661329,CHI vs. PHO,1611661317,2019,Regular Season,
1021900034,2019-06-12,1611661313,NYL vs. MIN,1611661324,2019,Regular Season,
1021900035,2019-06-13,1611661321,DAL vs. IND,1611661325,2019,Regular Season,
1021900038,2019-06-14,1611661317,PHO vs. LAS,1611661320,2019,Regular Season,
1021900039,2019-06-14,1611661319,LVA vs. NYL,1611661313,2019,Regular Season,
1021900036,2019-06-14,1611661322,WAS vs. SEA,1611661328,2019,Regular Season,
1021900037,2019-06-14,1611661324,MIN vs. CON,1611661323,2019,Regular Season,
1021900042,2019-06-15,1611661320,LAS vs. NYL,1611661313,2019,Regular Season,
1021900041,2019-06-15,1611661321,DAL vs. ATL,1611661330,2019,Regular Season,
1021900040,2019-06-15,1611661325,IND vs. CHI,1611661329,2019,Regular Season,
1021900043,2019-06-16,1611661323,CON vs. SEA,1611661328,2019,Regular Season,
1021900044,2019-06-16,1611661324,MIN vs. LVA,1611661319,2019,Regular Season,
1021900045,2019-06-18,1611661320,LAS vs. WAS,1611661322,2019,Regular Season,
1021900047,2019-06-19,1611661313,NYL vs. CHI,1611661329,2019,Regular Season,
1021900046,2019-06-19,1611661330,ATL vs. IND,1611661325,2019,Regular Season,
1021900049,2019-06-20,1611661319,LVA vs. WAS,1611661322,2019,Regular Season,
1021900048,2019-06-20,1611661321,DAL vs. PHO,1611661317,2019,Regular Season,
1021900050,2019-06-21,1611661323,CON vs. ATL,1611661330,2019,Regular Season,
1021900052,2019-06-21,1611661328,SEA vs. LAS,1611661320,2019,Regular Season,
1021900051,2019-06-21,1611661329,CHI vs. IND,1611661325,2019,Regular Season,
1021900054,2019-06-22,1611661319,LVA vs. DAL,1611661321,2019,Regular Season,
1021900053,2019-06-22,1611661324,MIN vs. NYL,1611661313,2019,Regular Season,
1021900057,2019-06-23,1611661317,PHO vs. LAS,1611661320,2019,Regular Season,
1021900058,2019-06-23,1611661328,SEA vs. IND,1611661325,2019,Regular Season,
1021900056,2019-06-23,1611661329,CHI vs. CON,1611661323,2019,Regular Season,
1021900055,2019-06-23,1611661330,ATL vs. WAS,1611661322,2019,Regular Season,
1021900060,2019-06-25,1611661319,LVA vs. SEA,1611661328,2019,Regular Season,
1021900059,2019-06-25,1611661325,IND vs. MIN,1611661324,2019,Regular Season,
