player_id,orapm,drapm,net_rapm,possessions,season,season_type
100940,2.791,-0.608,2.525,2081,2023,RS
201496,0.266,2.995,1.683,1404,2023,RS
201886,2.46,0.712,1.785,4190,2023,RS
201911,-0.699,0.229,0.003,390,2023,RS
202252,-0.645,-0.399,-0.87,3494,2023,RS
202259,-1.292,-0.783,-2.247,404,2023,RS
202641,-1.328,-0.194,-2.818,507,2023,RS
202658,0.458,0.974,0.954,1799,2023,RS
202662,-1.052,0.362,-0.424,1247,2023,RS
202664,1.238,2.742,2.933,3153,2023,RS
203014,1.374,-0.675,0.038,3514,2023,RS
203026,1.156,-1.303,-0.277,3555,2023,RS
203035,-1.283,0.58,-0.766,949,2023,RS
203389,-1.38,-0.436,-1.493,833,2023,RS
203398,1.024,0.36,0.953,2378,2023,RS
203399,1.49,2.504,2.694,1886,2023,RS
203403,2.046,-0.183,1.898,3166,2023,RS
203406,0.872,-1.04,0.695,2148,2023,RS
203823,-1.281,1.284,-0.701,622,2023,RS
203824,-1.623,-0.325,-1.914,1217,2023,RS
203825,-0.934,-1.735,-1.439,3386,2023,RS
203826,2.587,1.354,2.795,4771,2023,RS
203827,1.031,1.308,1.352,3728,2023,RS
203828,-1.103,-0.176,-0.585,1000,2023,RS
203833,1.431,1.518,0.96,4344,2023,RS
203866,-0.656,0.876,-0.645,2543,2023,RS
204296,2.265,1.89,2.346,2920,2023,RS
204297,-2.893,-0.273,-3.209,783,2023,RS
204319,-0.048,-1.374,-0.314,4515,2023,RS
204320,-2.359,1.805,-0.942,683,2023,RS
204322,0.22,1.836,1.542,3375,2023,RS
204323,0.619,-0.033,-0.043,2841,2023,RS
204324,-0.58,1.498,1.369,2614,2023,RS
204329,1.43,1.334,1.851,2466,2023,RS
204333,-1.01,0.985,0.751,4334,2023,RS
204335,2.628,0.195,2.121,3479,2023,RS
204365,-0.297,-3.524,-1.933,2953,2023,RS
1627643,-1.013,-1.406,-1.708,537,2023,RS
1627668,2.451,1.609,1.783,4261,2023,RS
1627669,-1.357,-1.616,-1.829,2803,2023,RS
1627671,-1.026,-0.409,-0.789,1722,2023,RS
1627672,-0.432,-0.3,-0.161,686,2023,RS
1627673,3.283,-0.435,1.489,3037,2023,RS
1627674,-0.137,-0.388,0.114,3906,2023,RS
1627675,-0.835,-0.332,-0.192,3766,2023,RS
1627676,-0.152,0.918,1.477,2514,2023,RS
1628242,-1.47,-0.097,-0.85,1206,2023,RS
1628244,0.231,1.655,1.696,3391,2023,RS
1628263,0.439,-0.132,1.604,1752,2023,RS
1628269,1.082,1.221,1.557,2077,2023,RS
1628276,3.965,0.546,3.794,4273,2023,RS
1628277,0.503,-0.366,0.263,4096,2023,RS
1628278,-2.287,-2.02,-3.339,3609,2023,RS
1628279,0.007,2.72,1.576,4034,2023,RS
1628280,2.438,1.967,3.344,1441,2023,RS
1628317,1.247,-0.312,1.976,2890,2023,RS
1628878,1.464,0.98,1.541,2243,2023,RS
1628881,-0.173,2.248,1.385,2228,2023,RS
1628882,0.694,-0.777,0.239,1000,2023,RS
1628886,-0.192,0.368,-0.267,4022,2023,RS
1628899,-2.018,-0.572,-1.923,1916,2023,RS
1628909,1.068,-2.152,-0.335,4039,2023,RS
1628915,1.169,-2.148,-0.112,2557,2023,RS
1628920,-1.618,-0.645,-2.055,2365,2023,RS
1628922,-0.645,-1.222,-1.497,3061,2023,RS
1628927,-1.15,-1.029,-1.799,2436,2023,RS
1628929,-0.972,1.854,0.725,1885,2023,RS
1628931,-1.96,1.093,-1.039,937,2023,RS
1628932,4.65,1.199,2.298,4164,2023,RS
1629476,-1.782,0.876,-0.655,1237,2023,RS
1629477,3.336,-0.698,2.476,2942,2023,RS
1629479,1.25,2.842,3.049,1946,2023,RS
1629480,0.341,-2.404,-2.119,1354,2023,RS
1629481,2.031,-2.03,0.751,3904,2023,RS
1629482,1.48,-1.5,0.729,2232,2023,RS
1629483,-0.222,1.017,-0.147,3573,2023,RS
1629484,1.874,-0.417,1.001,1471,2023,RS
1629485,-0.455,0.28,-1.436,403,2023,RS
1629488,-1.974,-1.002,-2.554,3019,2023,RS
1629491,-0.177,-0.908,0.193,1785,2023,RS
1629496,1.567,1.682,2.588,4167,2023,RS
1629497,0.911,-1.865,0.052,3961,2023,RS
1629498,3.061,0.761,2.838,4536,2023,RS
1629501,1.851,1.162,2.005,3265,2023,RS
1629524,0.06,-1.613,-1.0,1990,2023,RS
1629546,0.426,-1.089,-0.567,2138,2023,RS
1629567,0.094,-0.049,-0.03,3556,2023,RS
1629571,-2.077,-1.816,-3.188,1238,2023,RS
1630096,0.549,2.803,2.527,1754,2023,RS
1630101,0.619,-2.389,-0.624,2902,2023,RS
1630112,-0.239,1.117,0.312,1737,2023,RS
1630113,3.315,0.976,3.566,451,2023,RS
1630115,-2.74,-1.688,-3.447,1085,2023,RS
1630134,-1.971,-2.396,-2.564,3262,2023,RS
1630139,-1.757,0.666,-0.912,587,2023,RS
1630149,1.401,0.242,1.464,3129,2023,RS
1630386,-1.252,0.428,-1.178,1761,2023,RS
1630387,0.242,0.183,0.095,813,2023,RS
1630389,-0.202,-1.008,-1.118,2724,2023,RS
1630446,-1.678,-0.151,-1.45,2739,2023,RS
1630462,-0.734,-0.78,-1.405,1933,2023,RS
1630471,-2.593,-0.287,-2.081,769,2023,RS
1630996,0.158,-1.314,-0.839,1111,2023,RS
1631006,-2.658,0.346,-2.071,1459,2023,RS
1631007,-0.724,-1.583,-2.245,2681,2023,RS
1631009,1.096,2.91,3.384,3380,2023,RS
1631019,1.164,0.349,2.415,2467,2023,RS
1631021,0.15,-1.091,-0.347,585,2023,RS
1631022,0.577,1.759,1.87,1328,2023,RS
1631029,-0.947,-0.736,-1.722,534,2023,RS
1631031,0.378,-0.573,-0.24,2033,2023,RS
1631044,-2.116,-0.821,-2.107,1949,2023,RS
1631055,-0.94,0.425,-0.207,1177,2023,RS
1631083,-0.905,0.351,-0.785,303,2023,RS
1631086,-0.549,-1.925,-1.905,1816,2023,RS
1631089,-0.247,-1.352,-0.868,576,2023,RS
1631091,-1.467,0.448,-0.879,492,2023,RS
1631135,-0.718,-0.054,-2.033,2185,2023,RS
1631141,-2.238,-0.006,-2.022,1118,2023,RS
1631263,-0.622,-2.76,-1.371,1736,2023,RS
1641602,-2.288,-1.059,-2.25,1113,2023,RS
1641641,-0.927,0.977,0.211,1504,2023,RS
1641642,0.378,-0.877,-0.395,1843,2023,RS
1641648,1.803,0.394,1.416,3786,2023,RS
1641649,0.009,-0.768,-0.472,2336,2023,RS
1641650,-0.255,-0.401,0.197,2048,2023,RS
1641651,-2.431,0.504,-1.659,2667,2023,RS
1641652,1.882,-0.171,1.891,2039,2023,RS
1641653,-0.688,-2.043,-0.803,548,2023,RS
1641656,0.583,-0.491,-1.149,715,2023,RS
1641657,0.282,-0.3,-0.247,3006,2023,RS
1641658,-0.016,1.583,1.047,2071,2023,RS
1641660,-3.842,-0.305,-2.963,2165,2023,RS
1641665,-3.591,-0.06,-3.329,337,2023,RS
1641675,1.097,1.051,1.465,1573,2023,RS
1641690,0.603,-0.011,1.083,1443,2023,RS
