game_id,game_date,home_team_id,matchup,away_team_id,season,season_type,round_name
1021700001,2017-05-13,1611661313,NYL vs. SAN,1611661319,2017,Regular Season,
1021700002,2017-05-13,1611661320,LAS vs. SEA,1611661328,2017,Regular Season,
1021700003,2017-05-13,1611661323,CON vs. ATL,1611661330,2017,Regular Season,
1021700005,2017-05-14,1611661317,PHO vs. DAL,1611661321,2017,Regular Season,
1021700004,2017-05-14,1611661322,WAS vs. SAN,1611661319,2017,Regular Season,
1021700007,2017-05-14,1611661324,MIN vs. CHI,1611661329,2017,Regular Season,
1021700006,2017-05-14,1611661328,SEA vs. IND,1611661325,2017,Regular Season,
1021700008,2017-05-17,1611661317,PHO vs. IND,1611661325,2017,Regular Season,
1021700009,2017-05-18,1611661313,NYL vs. MIN,1611661324,2017,Regular Season,
1021700010,2017-05-19,1611661319,SAN vs. PHO,1611661317,2017,Regular Season,
1021700012,2017-05-19,1611661320,LAS vs. WAS,1611661322,2017,Regular Season,
1021700011,2017-05-19,1611661329,CHI vs. ATL,1611661330,2017,Regular Season,
1021700014,2017-05-20,1611661321,DAL vs. MIN,1611661324,2017,Regular Season,
1021700013,2017-05-20,1611661325,IND vs. CON,1611661323,2017,Regular Season,
1021700016,2017-05-21,1611661328,SEA vs. WAS,1611661322,2017,Regular Season,
1021700015,2017-05-21,1611661330,ATL vs. CHI,1611661329,2017,Regular Season,
1021700018,2017-05-23,1611661317,PHO vs. NYL,1611661313,2017,Regular Season,
1021700017,2017-05-23,1611661324,MIN vs. CON,1611661323,2017,Regular Season,
1021700020,2017-05-24,1611661325,IND vs. LAS,1611661320,2017,Regular Season,
1021700019,2017-05-24,1611661329,CHI vs. WAS,1611661322,2017,Regular Season,
1021700021,2017-05-25,1611661319,SAN vs. DAL,1611661321,2017,Regular Season,
1021700023,2017-05-26,1611661322,WAS vs. CHI,1611661329,2017,Regular Season,
1021700022,2017-05-26,1611661323,CON vs. MIN,1611661324,2017,Regular Season,
1021700024,2017-05-26,1611661328,SEA vs. NYL,1611661313,2017,Regular Season,
1021700026,2017-05-27,1611661317,PHO vs. DAL,1611661321,2017,Regular Season,
1021700025,2017-05-27,1611661330,ATL vs. LAS,1611661320,2017,Regular Season,
1021700029,2017-05-28,1611661324,MIN vs. SAN,1611661319,2017,Regular Season,
1021700028,2017-05-28,1611661328,SEA vs. IND,1611661325,2017,Regular Season,
1021700027,2017-05-28,1611661329,CHI vs. CON,1611661323,2017,Regular Season,
1021700030,2017-05-30,1611661313,NYL vs. LAS,1611661320,2017,Regular Season,
1021700031,2017-05-30,1611661321,DAL vs. IND,1611661325,2017,Regular Season,
1021700032,2017-05-31,1611661322,WAS vs. CON,1611661323,2017,Regular Season,
1021700033,2017-05-31,1611661330,ATL vs. SAN,1611661319,2017,Regular Season,
1021700034,2017-06-01,1611661329,CHI vs. PHO,1611661317,2017,Regular Season,
1021700035,2017-06-02,1611661313,NYL vs. DAL,1611661321,2017,Regular Season,
1021700037,2017-06-03,1611661319,SAN vs. CON,1611661323,2017,Regular Season,
1021700036,2017-06-03,1611661325,IND vs. DAL,1611661321,2017,Regular Season,
1021700038,2017-06-03,1611661328,SEA vs. MIN,1611661324,2017,Regular Season,
1021700039,2017-06-04,1611661313,NYL vs. PHO,1611661317,2017,Regular Season,
1021700040,2017-06-04,1611661322,WAS vs. ATL,1611661330,2017,Regular Season,
1021700042,2017-06-06,1611661319,SAN vs. SEA,1611661328,2017,Regular Season,
1021700043,2017-06-06,1611661320,LAS vs. CHI,1611661329,2017,Regular Season,
1021700041,2017-06-06,1611661321,DAL vs. WAS,1611661322,2017,Regular Season,
1021700044,2017-06-07,1611661313,NYL vs. ATL,1611661330,2017,Regular Season,
1021700045,2017-06-07,1611661325,IND vs. PHO,1611661317,2017,Regular Season,
1021700048,2017-06-09,1611661321,DAL vs. LAS,1611661320,2017,Regular Season,
1021700046,2017-06-09,1611661322,WAS vs. MIN,1611661324,2017,Regular Season,
1021700047,2017-06-09,1611661325,IND vs. SEA,1611661328,2017,Regular Season,
1021700051,2017-06-10,1611661317,PHO vs. LAS,1611661320,2017,Regular Season,
1021700050,2017-06-10,1611661319,SAN vs. CHI,1611661329,2017,Regular Season,
1021700049,2017-06-10,1611661323,CON vs. ATL,1611661330,2017,Regular Season,
1021700052,2017-06-11,1611661313,NYL vs. SEA,1611661328,2017,Regular Season,
1021700054,2017-06-11,1611661321,DAL vs. MIN,1611661324,2017,Regular Season,
1021700053,2017-06-11,1611661322,WAS vs. IND,1611661325,2017,Regular Season,
1021700056,2017-06-13,1611661320,LAS vs. DAL,1611661321,2017,Regular Season,
1021700055,2017-06-13,1611661328,SEA vs. ATL,1611661330,2017,Regular Season,
1021700057,2017-06-14,1611661323,CON vs. NYL,1611661313,2017,Regular Season,
1021700059,2017-06-15,1611661320,LAS vs. SAN,1611661319,2017,Regular Season,
1021700058,2017-06-15,1611661325,IND vs. ATL,1611661330,2017,Regular Season,
1021700061,2017-06-16,1611661317,PHO vs. CHI,1611661329,2017,Regular Season,
1021700060,2017-06-16,1611661321,DAL vs. NYL,1611661313,2017,Regular Season,
1021700062,2017-06-17,1611661324,MIN vs. CON,1611661323,2017,Regular Season,
1021700064,2017-06-18,1611661320,LAS vs. PHO,1611661317,2017,Regular Season,
1021700063,2017-06-18,1611661322,WAS vs. DAL,1611661321,2017,Regular Season,
1021700066,2017-06-18,1611661328,SEA vs. SAN,1611661319,2017,Regular Season,
1021700065,2017-06-18,1611661329,CHI vs. IND,1611661325,2017,Regular Season,
1021700067,2017-06-21,1611661321,DAL vs. SAN,1611661319,2017,Regular Season,
1021700068,2017-06-23,1611661313,NYL vs. CON,1611661323,2017,Regular Season,
1021700071,2017-06-23,1611661319,SAN vs. DAL,1611661321,2017,Regular Season,
1021700070,2017-06-23,1611661324,MIN vs. WAS,1611661322,2017,Regular Season,
1021700072,2017-06-23,1611661328,SEA vs. PHO,1611661317,2017,Regular Season,
1021700069,2017-06-23,1611661330,ATL vs. CHI,1611661329,2017,Regular Season,
1021700073,2017-06-24,1611661325,IND vs. LAS,1611661320,2017,Regular Season,
