player_id,orapm,drapm,net_rapm,possessions,season,season_type,window
100720,2.823,0.411,2.185,2390,2020,RS,3
100915,0.804,0.996,1.756,1013,2020,RS,3
100940,2.962,0.023,2.393,2376,2020,RS,3
100944,-1.316,1.071,0.185,1091,2020,RS,3
100949,-0.638,-0.495,-0.428,1462,2020,RS,3
101023,1.434,-0.913,0.42,989,2020,RS,3
101030,-0.084,-0.473,-0.529,2094,2020,RS,3
200665,-1.049,-0.189,-1.136,780,2020,RS,3
200671,1.069,0.887,1.517,2624,2020,RS,3
200673,0.853,-2.164,-0.95,882,2020,RS,3
200676,-1.292,-0.595,-0.655,2403,2020,RS,3
201067,-0.868,-3.411,-4.056,313,2020,RS,3
201477,0.459,-0.98,-0.202,1792,2020,RS,3
201480,1.448,-0.129,1.015,3332,2020,RS,3
201496,1.238,0.746,1.523,3446,2020,RS,3
201502,-0.554,1.524,0.597,2535,2020,RS,3
201506,11.536,0.21,8.532,2136,2020,RS,3
201507,-1.842,-3.276,-2.796,2754,2020,RS,3
201516,1.675,-0.721,1.162,2916,2020,RS,3
201518,-1.619,-4.625,-3.445,1948,2020,RS,3
201881,2.706,1.709,3.792,2039,2020,RS,3
201886,-0.03,0.698,0.991,3630,2020,RS,3
201889,0.169,-0.781,-0.653,834,2020,RS,3
201896,-1.456,-0.767,-1.222,2692,2020,RS,3
201904,-3.103,-0.835,-2.793,3144,2020,RS,3
201907,2.764,-6.254,-3.038,853,2020,RS,3
201911,7.581,-1.503,3.902,3005,2020,RS,3
201913,0.808,-0.803,0.135,2211,2020,RS,3
201919,-3.263,-0.397,-1.917,1402,2020,RS,3
202250,0.782,0.441,2.383,3136,2020,RS,3
202252,2.492,2.44,3.31,4588,2020,RS,3
202259,-1.115,-1.602,-1.448,1055,2020,RS,3
202632,-0.106,1.143,1.451,1789,2020,RS,3
202633,0.062,1.488,1.422,2402,2020,RS,3
202638,-2.443,0.406,-1.055,3008,2020,RS,3
202640,0.437,1.405,-1.474,473,2020,RS,3
202641,-2.107,0.016,-1.904,481,2020,RS,3
202650,-0.741,0.589,-0.445,1884,2020,RS,3
202658,0.905,0.135,0.492,3616,2020,RS,3
202662,-0.366,1.442,0.6,2489,2020,RS,3
202663,-1.569,0.376,-1.174,474,2020,RS,3
202664,3.828,1.809,5.121,2730,2020,RS,3
202670,0.201,-1.377,-0.479,1854,2020,RS,3
203014,-0.451,2.282,1.41,2853,2020,RS,3
203015,0.24,1.353,2.324,2261,2020,RS,3
203017,-1.861,-0.379,-1.769,2575,2020,RS,3
203018,-1.594,1.812,-0.688,456,2020,RS,3
203024,-0.301,0.429,-0.184,2059,2020,RS,3
203026,0.286,0.587,1.216,3244,2020,RS,3
203029,2.027,2.074,2.238,2127,2020,RS,3
203035,-1.671,1.808,-1.267,508,2020,RS,3
203041,0.213,-1.735,-1.34,411,2020,RS,3
203043,-1.599,-0.09,-0.817,415,2020,RS,3
203389,-0.438,-2.739,-2.94,751,2020,RS,3
203398,0.837,0.328,1.404,3205,2020,RS,3
203399,3.056,1.394,1.84,2946,2020,RS,3
203400,3.755,1.364,3.361,3146,2020,RS,3
203401,0.052,-0.304,0.364,363,2020,RS,3
203402,0.133,-3.208,-2.541,665,2020,RS,3
203403,-1.778,-2.704,-3.628,2332,2020,RS,3
203405,-0.38,1.693,1.09,613,2020,RS,3
203406,-3.016,0.972,-1.036,1662,2020,RS,3
203410,-0.38,0.3,-0.105,1823,2020,RS,3
203411,0.247,0.89,1.038,1859,2020,RS,3
203416,-1.362,2.586,0.837,2054,2020,RS,3
203437,-3.04,-1.74,-3.725,2324,2020,RS,3
203823,-0.868,0.832,0.014,1146,2020,RS,3
203824,2.664,1.312,3.193,3749,2020,RS,3
203825,-0.271,-0.154,-0.15,4351,2020,RS,3
203826,0.598,1.962,1.416,2470,2020,RS,3
203827,-1.414,3.18,0.221,4153,2020,RS,3
203828,1.884,-0.198,0.658,2656,2020,RS,3
203829,-0.322,-2.437,-2.15,2929,2020,RS,3
203831,-1.827,-1.752,-2.147,1808,2020,RS,3
203833,0.838,1.269,2.018,3618,2020,RS,3
203838,-2.231,-0.358,-1.77,567,2020,RS,3
203849,-1.773,1.138,-1.824,930,2020,RS,3
203855,-1.892,1.377,-0.257,1619,2020,RS,3
203857,-0.864,-0.623,-1.409,300,2020,RS,3
203859,-0.864,0.403,-0.198,333,2020,RS,3
203866,1.597,1.156,1.968,3708,2020,RS,3
204296,1.375,3.411,3.737,661,2020,RS,3
204297,-0.573,0.589,0.078,488,2020,RS,3
204319,4.583,2.119,5.224,4747,2020,RS,3
204320,-2.301,0.418,-0.786,2384,2020,RS,3
204321,-1.991,-7.71,-6.97,1506,2020,RS,3
204322,0.262,0.218,1.273,3938,2020,RS,3
204323,0.679,0.11,0.277,514,2020,RS,3
204324,1.644,2.289,1.863,2759,2020,RS,3
204327,-2.641,-1.081,-3.255,1179,2020,RS,3
204329,-2.445,1.125,-0.551,1763,2020,RS,3
204330,-3.475,-1.204,-3.744,1402,2020,RS,3
204333,6.145,2.343,5.318,2468,2020,RS,3
204334,-1.319,-0.433,-1.717,508,2020,RS,3
204335,-2.395,1.303,-0.708,1305,2020,RS,3
204355,-1.667,-0.506,-2.101,1033,2020,RS,3
204365,-1.679,0.86,-0.155,1582,2020,RS,3
1627668,2.192,2.335,2.237,3729,2020,RS,3
1627669,-3.009,-0.055,-2.894,665,2020,RS,3
1627670,-0.764,0.249,-0.969,532,2020,RS,3
1627671,0.571,-0.677,0.124,1152,2020,RS,3
1627672,1.207,2.168,1.733,1800,2020,RS,3
1627673,1.028,0.004,0.941,1289,2020,RS,3
1627674,0.553,0.687,0.994,1612,2020,RS,3
1627675,1.247,-1.644,0.126,2296,2020,RS,3
1627676,-1.04,-1.647,-1.497,1203,2020,RS,3
1627677,2.241,1.602,2.621,1022,2020,RS,3
1627678,-2.625,-0.924,-3.526,794,2020,RS,3
1627700,1.601,-1.04,0.52,643,2020,RS,3
1627701,-0.908,1.012,0.049,1073,2020,RS,3
1628244,0.936,-4.29,-2.286,2248,2020,RS,3
1628263,-1.177,0.85,0.035,1400,2020,RS,3
1628268,-1.481,1.238,-0.017,1251,2020,RS,3
1628269,-0.551,1.182,0.621,2080,2020,RS,3
