player_id,orapm,drapm,net_rapm,possessions,season,season_type,window
100720,0.79,0.296,0.094,3317,2019,RS,3
100812,-1.297,-0.145,-1.073,702,2019,RS,3
100888,-0.156,3.149,1.605,1281,2019,RS,3
100915,0.973,1.496,1.817,1798,2019,RS,3
100940,2.508,-0.911,2.327,2394,2019,RS,3
100944,-0.088,0.2,-0.411,2589,2019,RS,3
100949,-1.066,-0.135,-1.469,3496,2019,RS,3
100952,0.509,1.225,0.547,1321,2019,RS,3
101023,-0.061,-1.22,-1.397,2452,2019,RS,3
101030,-1.075,-0.766,-1.702,2094,2019,RS,3
200665,-2.163,0.319,-1.659,2214,2019,RS,3
200671,0.766,0.031,0.694,3351,2019,RS,3
200673,1.184,-1.449,-0.181,2368,2019,RS,3
200676,-1.478,-0.916,-0.498,3758,2019,RS,3
201049,-0.912,1.726,0.597,1463,2019,RS,3
201050,0.189,2.027,1.59,403,2019,RS,3
201056,-1.155,-0.367,-1.508,1177,2019,RS,3
201062,-0.706,0.918,0.06,504,2019,RS,3
201067,0.319,-3.574,-3.071,1128,2019,RS,3
201477,-0.255,-0.476,-0.227,3271,2019,RS,3
201480,1.695,-0.94,0.367,4908,2019,RS,3
201492,-0.536,0.852,0.038,596,2019,RS,3
201496,1.255,1.045,1.303,4192,2019,RS,3
201502,2.533,0.994,2.21,2868,2019,RS,3
201503,-1.513,-0.867,-1.759,1612,2019,RS,3
201506,12.196,0.435,8.953,2136,2019,RS,3
201507,-0.313,-0.925,-1.022,2386,2019,RS,3
201516,1.705,-2.311,-0.026,3682,2019,RS,3
201518,-0.607,-4.298,-2.841,3487,2019,RS,3
201530,0.082,0.075,0.127,738,2019,RS,3
201881,1.517,0.321,3.725,1362,2019,RS,3
201886,-0.05,0.278,0.726,2566,2019,RS,3
201889,-0.241,-1.818,-1.431,2168,2019,RS,3
201896,-1.657,-3.825,-3.544,3587,2019,RS,3
201904,-1.306,0.065,-1.102,5001,2019,RS,3
201907,1.498,-6.258,-3.897,1414,2019,RS,3
201911,7.121,-3.309,2.129,4738,2019,RS,3
201913,-0.48,-0.453,-0.503,2177,2019,RS,3
201919,-2.925,0.224,-1.437,2980,2019,RS,3
202250,1.26,0.73,2.656,4612,2019,RS,3
202252,1.229,0.044,1.011,5018,2019,RS,3
202259,0.557,-0.802,-0.038,1785,2019,RS,3
202632,2.059,2.046,3.174,3784,2019,RS,3
202633,2.047,1.789,3.104,2402,2019,RS,3
202638,-2.077,0.67,-1.181,4448,2019,RS,3
202640,-0.29,-0.165,-1.105,2227,2019,RS,3
202641,-1.359,0.371,-2.037,703,2019,RS,3
202644,-0.628,0.2,-0.682,431,2019,RS,3
202650,-1.362,0.952,-0.616,3276,2019,RS,3
202652,-2.139,-0.408,-2.088,1711,2019,RS,3
202656,-0.715,0.852,0.025,877,2019,RS,3
202657,-0.328,0.128,-0.422,507,2019,RS,3
202658,1.617,-0.661,0.76,3459,2019,RS,3
202662,-0.106,0.459,0.323,2964,2019,RS,3
202663,-1.409,0.613,-0.632,2004,2019,RS,3
202664,1.16,-0.086,1.126,3380,2019,RS,3
202670,-0.142,-1.22,-1.15,1634,2019,RS,3
203014,1.389,1.131,1.002,3932,2019,RS,3
203015,1.598,1.143,2.36,2766,2019,RS,3
203017,-1.169,-1.07,-1.409,4306,2019,RS,3
203018,0.471,0.691,1.04,735,2019,RS,3
203024,-0.735,0.382,-0.564,2532,2019,RS,3
203026,-0.018,0.088,0.629,4854,2019,RS,3
203029,0.682,0.746,0.696,2145,2019,RS,3
203041,0.483,-2.429,-1.839,744,2019,RS,3
203389,-1.137,-0.657,-1.565,1609,2019,RS,3
203398,2.334,-0.121,2.017,3647,2019,RS,3
203399,3.492,0.663,2.271,4321,2019,RS,3
203400,1.446,-0.056,1.627,3591,2019,RS,3
203401,-0.202,-2.304,-1.009,1354,2019,RS,3
203402,0.404,-3.422,-2.708,665,2019,RS,3
203403,0.156,-1.535,-1.133,2846,2019,RS,3
203405,0.701,-0.241,1.805,1624,2019,RS,3
203406,-0.612,-1.27,-1.246,2306,2019,RS,3
203410,-0.485,0.262,-0.411,2619,2019,RS,3
203411,0.692,0.215,1.039,2145,2019,RS,3
203416,1.718,0.625,1.284,1829,2019,RS,3
203437,-3.035,-1.971,-3.505,3465,2019,RS,3
203823,-0.788,0.785,-0.113,1146,2019,RS,3
203824,2.761,2.29,3.394,4856,2019,RS,3
203825,-1.514,0.626,-0.377,5150,2019,RS,3
203826,1.471,1.221,1.27,2839,2019,RS,3
203827,0.944,3.456,2.375,4459,2019,RS,3
203828,1.134,-0.253,0.816,3844,2019,RS,3
203829,-0.25,-2.563,-1.817,3635,2019,RS,3
203831,-0.758,-0.736,-0.52,2686,2019,RS,3
203833,2.377,2.15,3.776,4911,2019,RS,3
203835,0.393,-0.302,-0.131,785,2019,RS,3
203838,0.354,0.214,1.064,425,2019,RS,3
203849,-1.926,-0.497,-2.053,2096,2019,RS,3
203855,-1.072,1.622,-0.047,2475,2019,RS,3
203857,-1.488,-0.965,-1.712,300,2019,RS,3
203859,-2.19,0.418,-0.745,955,2019,RS,3
203866,0.852,0.094,0.944,4004,2019,RS,3
204296,1.216,2.849,3.026,755,2019,RS,3
204297,0.237,2.807,2.333,1289,2019,RS,3
204317,-1.899,1.526,-0.347,930,2019,RS,3
204319,4.002,1.291,4.346,5514,2019,RS,3
204320,-1.046,-1.059,-1.924,1565,2019,RS,3
204321,-0.377,-5.887,-4.368,1781,2019,RS,3
204322,-0.203,-0.346,0.196,5067,2019,RS,3
204324,0.194,1.131,0.531,3077,2019,RS,3
204327,-4.118,-0.87,-5.098,1203,2019,RS,3
204329,-0.377,0.439,-0.214,1568,2019,RS,3
204330,-1.416,0.14,-0.921,2658,2019,RS,3
204333,4.779,2.612,4.663,3434,2019,RS,3
204334,-0.194,-0.858,-0.804,508,2019,RS,3
204335,-2.255,1.406,-1.047,532,2019,RS,3
204355,-1.494,-0.341,-1.597,495,2019,RS,3
204365,-1.849,-0.201,-1.307,3336,2019,RS,3
1627668,1.129,2.181,2.152,4384,2019,RS,3
1627669,-1.176,0.033,-0.674,1367,2019,RS,3
1627670,-0.766,1.037,0.193,801,2019,RS,3
1627671,-2.26,-0.126,-1.597,568,2019,RS,3
1627672,0.22,1.735,0.888,2067,2019,RS,3
1627673,2.147,1.304,1.833,2318,2019,RS,3
1627674,-2.696,-0.594,-2.245,1598,2019,RS,3
1627675,2.831,-1.267,0.796,2576,2019,RS,3
1627676,-0.271,-1.569,-0.321,2342,2019,RS,3
1627677,0.337,1.87,0.625,1962,2019,RS,3
1627678,-1.162,1.359,0.137,1612,2019,RS,3
1627681,-1.579,0.189,-1.309,1144,2019,RS,3
1627689,-0.331,0.499,-0.061,329,2019,RS,3
1627701,-1.474,0.928,-0.218,1249,2019,RS,3
1628242,0.882,1.663,1.855,1025,2019,RS,3
1628244,-1.252,-4.078,-3.702,2205,2019,RS,3
1628248,0.874,0.024,1.237,472,2019,RS,3
1628263,0.084,0.913,0.868,821,2019,RS,3
1628267,-0.867,0.688,-0.272,1194,2019,RS,3
1628268,0.486,0.598,0.467,739,2019,RS,3
1628269,-2.933,1.492,-0.911,1779,2019,RS,3
1628273,-3.287,1.5,-0.78,2858,2019,RS,3
1628276,2.3,-1.291,1.062,4087,2019,RS,3
1628277,1.848,-1.227,1.131,4508,2019,RS,3
1628278,1.658,1.328,1.468,1862,2019,RS,3
1628279,-0.498,-0.348,-0.168,4193,2019,RS,3
1628282,-1.525,1.121,-0.529,1082,2019,RS,3
1628283,-1.338,0.939,0.131,1191,2019,RS,3
1628284,-0.986,0.793,-0.226,311,2019,RS,3
1628286,-1.787,0.493,-0.709,1295,2019,RS,3
1628292,-1.486,0.622,-0.862,398,2019,RS,3
1628508,-1.147,-0.515,-1.065,917,2019,RS,3
1628878,4.422,1.682,2.825,2318,2019,RS,3
1628881,1.156,1.557,2.059,1402,2019,RS,3
1628882,-1.328,0.765,-0.985,941,2019,RS,3
1628886,0.568,-3.621,-2.562,2409,2019,RS,3
1628890,1.162,0.196,1.466,2158,2019,RS,3
1628895,-0.912,-0.665,-1.572,566,2019,RS,3
1628899,0.464,-0.669,-1.015,553,2019,RS,3
1628907,-1.514,0.357,-0.614,618,2019,RS,3
1628909,-1.133,0.693,0.572,882,2019,RS,3
1628913,-0.545,0.476,1.577,520,2019,RS,3
1628915,-0.283,-1.025,-0.249,2592,2019,RS,3
1628917,-1.125,1.078,-0.377,1023,2019,RS,3
1628920,0.069,1.32,1.911,1595,2019,RS,3
