player_id,orapm_prior,drapm_prior
1628932,0.013376858320820403,0.006972289156626506
1630462,-0.0010233390081216306,0.003372289156626506
1627672,-0.0022116664736077673,0.0015722891566265073
1631013,-0.006598187047357791,-0.002227710843373494
1628268,0.01857143819928227,0.0005722891566265065
1629501,-0.0066391471358065975,0.009172289156626507
201516,0.004202148088671151,-0.002427710843373493
1628277,0.005372583162772967,0.0005722891566265065
202252,0.00040002348312661836,0.00017228915662650612
203826,0.0020935454468790932,0.0029722891566265077
1631056,-0.024677462519349547,-0.008427710843373494
201881,0.0010158402654261067,0.010172289156626506
1630993,0.005864557407569955,0.007372289156626506
1628878,0.004040419280881955,0.0011722891566265073
1629481,0.002490195542935766,0.0011722891566265058
1629476,-0.0003029228584249166,-0.0022277108433734934
1630386,-0.00095292183204658,0.004372289156626506
1628922,0.004113760081564369,0.0009722891566265068
1629492,-0.0031837829325783123,-2.7710843373492724e-05
204335,-0.007082069427953525,-0.004827710843373494
1627668,0.016552417004240223,0.004572289156626507
203829,-0.00817136916413009,-0.0016277108433734937
201896,-0.008151790484640582,0.0005722891566265061
1629488,0.0016597879159236325,0.003972289156626506
1629524,-0.0001700259811159315,-0.002427710843373493
1628280,0.017341539341498503,0.002572289156626506
1628279,-0.004033221163979164,0.007572289156626506
201496,-0.0006264128075634142,0.0017722891566265065
1630454,-0.004102607453266917,-0.006027710843373493
203833,0.0014706338712685593,0.0033722891566265074
1630150,-0.006024170636487296,0.0009722891566265068
204323,0.0019365278184259819,0.002572289156626506
203823,0.0037231188802702726,0.0009722891566265062
202664,-0.0004125273691325666,0.0021722891566265078
1627675,-0.00638338438771069,-0.00022771084337349382
1630101,-0.002331535686259712,-0.0026277108433734936
203024,-0.011024973845248517,-0.005627710843373494
1630389,-0.004783363226935004,-0.002427710843373493
202658,-0.003994154450587281,-0.0018277108433734934
201886,0.0038279346380484425,0.0005722891566265065
204324,0.0034282785652311686,-0.00022771084337349382
1631089,-0.007453782446692184,0.0007722891566265072
1630435,-0.007168470485578182,-0.008427710843373494
1630459,-0.010739664375866645,-0.004227710843373494
1630096,-0.001640810750300743,0.0013722891566265059
1628890,-0.006584187627722025,0.0015722891566265066
100940,0.0016899436589914074,-0.002227710843373493
203399,0.01309824600159134,-0.0008277108433734935
1631072,-0.0007351942548979862,-0.008427710843373494
204322,0.005320199020092628,0.003772289156626507
1631083,-0.0028753599813346894,0.006172289156626507
1628242,0.011887103341615936,0.00017228915662650658
203416,0.007619797927063653,0.003972289156626506
202259,-0.0021439280133018434,0.002772289156626507
204365,-0.013750825949692656,-0.00022771084337349357
1631091,-0.007222910637374596,0.002572289156626506
1629496,0.005648089697683905,0.005772289156626508
1628931,-0.0015087439408132221,0.004572289156626506
1629566,0.008193393096060646,0.0013722891566265063
1631046,-0.011758636482718507,0.003372289156626508
1630387,0.002583312044197458,-0.002427710843373494
