player_id,orapm,drapm,net_rapm,possessions,season,season_type
100940,-3.597,-1.495,-3.674,457,2019,RS
100949,-0.535,-0.468,-1.207,632,2019,RS
101023,0.818,-0.647,-0.496,990,2019,RS
101030,-0.671,-1.45,-1.971,1695,2019,RS
200671,-2.39,-0.906,-2.62,549,2019,RS
200676,-1.859,-0.87,-1.591,2512,2019,RS
201067,-0.29,2.105,1.181,1124,2019,RS
201477,-2.062,1.459,-0.564,1393,2019,RS
201480,2.254,-0.77,1.076,2513,2019,RS
201496,1.897,0.009,1.652,1846,2019,RS
201502,1.525,-0.864,0.198,1239,2019,RS
201506,2.888,1.937,2.892,2027,2019,RS
201507,-0.368,-1.17,-1.003,2282,2019,RS
201516,3.53,-2.197,1.261,2899,2019,RS
201518,-2.903,0.59,-1.092,1796,2019,RS
201886,-0.19,0.625,0.015,3224,2019,RS
201896,-2.039,1.677,-0.454,2361,2019,RS
201904,-1.607,-0.687,-1.177,2787,2019,RS
201907,-1.522,-1.148,-2.41,647,2019,RS
201911,2.952,-1.929,0.258,2372,2019,RS
201919,-3.465,-0.5,-2.899,1183,2019,RS
202250,-1.563,-1.939,-1.537,3331,2019,RS
202252,1.126,1.284,2.187,2657,2019,RS
202633,0.673,0.66,1.128,2311,2019,RS
202638,-1.725,-1.265,-2.888,2382,2019,RS
202641,-0.03,2.718,1.121,1321,2019,RS
202650,0.465,-0.891,-0.273,2081,2019,RS
202658,-1.411,1.06,-0.751,2194,2019,RS
202662,1.804,0.326,1.229,2503,2019,RS
202664,1.507,0.012,0.865,2741,2019,RS
202670,-0.693,0.126,-0.053,1022,2019,RS
203014,2.569,2.648,3.368,2629,2019,RS
203015,4.169,0.815,4.017,2108,2019,RS
203017,-1.066,-0.365,-1.159,1844,2019,RS
203018,-0.567,0.278,-0.508,671,2019,RS
203024,1.173,2.135,2.565,1775,2019,RS
203026,0.525,-1.089,0.125,2663,2019,RS
203029,0.151,-1.761,-1.203,1836,2019,RS
203389,-1.221,-0.577,-1.019,1589,2019,RS
203398,2.806,0.662,2.941,2669,2019,RS
203399,6.534,1.889,6.378,2553,2019,RS
203403,1.515,-1.569,0.307,1483,2019,RS
203406,2.853,0.552,4.201,412,2019,RS
203410,-3.135,-0.104,-2.618,2040,2019,RS
203411,-1.169,0.35,-1.02,1282,2019,RS
203416,2.877,-1.537,0.485,1742,2019,RS
203437,-0.012,0.678,0.319,2556,2019,RS
203823,-0.758,0.844,-0.605,2028,2019,RS
203824,1.214,0.378,1.163,2966,2019,RS
203825,0.27,-0.486,0.137,3009,2019,RS
203826,1.08,1.237,0.678,2859,2019,RS
203827,1.753,1.939,2.127,3146,2019,RS
203828,0.897,1.947,2.01,2533,2019,RS
203829,-1.097,-1.601,-1.589,1642,2019,RS
203831,-0.092,-0.336,-0.278,1885,2019,RS
203833,-0.771,-0.293,-0.71,3570,2019,RS
203838,1.123,-0.755,0.579,1227,2019,RS
203839,-1.568,1.177,-0.186,399,2019,RS
203849,-1.412,0.633,-0.806,1231,2019,RS
203855,-2.543,-0.364,-2.779,1814,2019,RS
203859,-0.151,0.182,0.705,369,2019,RS
203866,-1.214,-0.944,-1.435,2323,2019,RS
204296,-1.474,1.351,-0.376,994,2019,RS
204319,-2.128,0.17,-0.996,2014,2019,RS
204320,-0.475,0.645,0.006,1511,2019,RS
204321,-1.231,-2.033,-2.165,998,2019,RS
204322,-2.335,0.889,-0.889,2617,2019,RS
204323,0.616,-0.723,-0.531,1693,2019,RS
204324,1.629,1.218,2.187,2063,2019,RS
204327,-2.909,-0.107,-3.0,1803,2019,RS
204330,0.393,-1.391,-0.557,2258,2019,RS
204333,2.207,-2.614,-1.19,3034,2019,RS
204334,-0.856,-1.776,-1.798,1724,2019,RS
204335,-2.31,0.457,-2.224,2298,2019,RS
204365,-1.245,0.279,-0.737,2159,2019,RS
1627670,-0.791,0.321,-0.679,980,2019,RS
1627671,0.638,0.112,1.016,1052,2019,RS
1627672,1.452,-0.845,0.413,1880,2019,RS
1627673,3.005,1.769,2.776,2976,2019,RS
1627674,-1.521,0.015,-1.107,1771,2019,RS
1627675,-1.203,0.843,-1.029,2955,2019,RS
1627676,1.491,-1.782,0.251,2222,2019,RS
1627677,0.66,1.526,0.925,1113,2019,RS
1627678,-3.109,0.681,-2.035,1741,2019,RS
1627701,-1.169,0.685,0.14,1129,2019,RS
1628244,0.262,1.341,0.912,2091,2019,RS
1628248,-0.776,1.736,1.247,1262,2019,RS
1628268,1.254,0.879,1.11,710,2019,RS
1628269,-0.124,-0.345,-0.303,1231,2019,RS
1628273,-3.046,0.953,-1.07,1944,2019,RS
1628276,0.346,-1.51,-0.574,2645,2019,RS
1628277,-0.414,-0.294,-0.135,2925,2019,RS
1628278,1.412,-0.156,0.452,1976,2019,RS
1628279,0.755,0.601,1.79,2917,2019,RS
1628280,0.545,-0.094,0.208,716,2019,RS
1628282,1.62,0.838,2.303,2266,2019,RS
1628283,-1.217,-0.811,-1.182,942,2019,RS
1628878,3.552,1.671,3.046,2438,2019,RS
1628881,1.028,2.504,2.65,1634,2019,RS
1628882,-0.382,1.405,0.143,1892,2019,RS
1628886,-0.192,1.041,-0.428,2712,2019,RS
1628890,0.855,0.567,0.706,3229,2019,RS
1628895,0.495,-0.249,0.1,1353,2019,RS
1628899,-1.06,0.187,-1.564,488,2019,RS
1628906,1.573,-0.845,0.803,550,2019,RS
1628907,-1.939,1.121,-0.325,1388,2019,RS
1628909,1.315,0.224,1.804,2342,2019,RS
1628915,0.773,-2.012,0.422,3033,2019,RS
1628917,-2.373,1.493,-1.02,665,2019,RS
1628920,0.648,-0.1,0.599,2616,2019,RS
1628922,-2.399,-0.31,-3.109,466,2019,RS
1628926,-0.706,0.805,-1.358,607,2019,RS
