player_id,orapm,drapm,net_rapm,possessions,season,season_type
1628931,-1.124,0.911,-0.174,1348,2019,RS
1628932,0.543,-1.023,-0.003,1867,2019,RS
1629476,-1.001,-0.917,-0.51,1316,2019,RS
1629478,0.96,-0.649,0.556,466,2019,RS
1629479,4.126,1.275,4.265,1885,2019,RS
1629480,-1.278,-1.115,-2.296,1072,2019,RS
1629481,0.005,-1.409,-0.151,2747,2019,RS
1629482,-0.259,-0.965,-0.889,1160,2019,RS
1629483,1.761,2.105,2.418,2900,2019,RS
1629484,2.25,0.24,2.719,841,2019,RS
1629485,-0.358,-2.447,-2.456,837,2019,RS
1629488,1.555,-1.112,0.737,1100,2019,RS
1629491,-1.144,-0.061,-0.703,428,2019,RS
1629497,-0.225,0.343,-0.24,963,2019,RS
1629498,-2.0,-0.066,-1.761,2154,2019,RS
1629501,-2.742,1.65,-1.418,470,2019,RS
1629546,-0.124,-0.621,0.18,1034,2019,RS
1629566,-0.097,1.266,1.526,414,2019,RS
1629567,-0.423,0.623,0.306,833,2019,RS
1629568,-1.798,0.416,-2.009,1034,2019,RS
1629569,-0.32,0.448,0.323,1350,2019,RS
