player_id,player_name,team_id,team_abbr,games,minutes_per_game,minutes,season,season_type
1628932,A'ja Wilson,1611661319,LVA,40,1247.3683333333333,49894.73333333334,2025,Regular Season
1642290,Aaliyah Edwards,1611661323,CON,36,534.1316666666667,19228.739999999998,2025,Regular Season
1642801,Aaliyah Nye,1611661319,LVA,44,671.1716666666666,29531.55333333333,2025,Regular Season
1630462,Aari McDonald,1611661325,IND,20,525.4433333333334,10508.866666666669,2025,Regular Season
1627672,Aerial Powers,1611661325,IND,10,166.58,1665.8000000000002,2025,Regular Season
1642828,Ajae Petty,1611661321,DAL,2,6.316666666666666,12.633333333333333,2025,Regular Season
1629501,Alanna Smith,1611661324,MIN,42,1113.6733333333334,46774.280000000006,2025,Regular Season
1628297,Alexis Prince,1611661317,PHX,1,22.05,22.05,2025,Regular Season
1642293,Alissa Pili,1611661320,LAS,19,98.92,1879.48,2025,Regular Season
1641648,Aliyah Boston,1611661325,IND,44,1326.8016666666667,58379.27333333334,2025,Regular Season
1628277,Allisha Gray,1611661330,ATL,42,1450.5966666666666,60925.06,2025,Regular Season
202252,Alysha Clark,1611661322,WAS,42,828.365,34791.33,2025,Regular Season
203826,Alyssa Thomas,1611661317,PHX,39,1220.61,47603.78999999999,2025,Regular Season
1629539,Amy Okonkwo,1611661321,DAL,8,156.82333333333332,1254.5866666666666,2025,Regular Season
1642797,Anastasiia Olairi Kosu,1611661324,MIN,21,79.55333333333333,1670.62,2025,Regular Season
1642800,Aneesah Morrow,1611661323,CON,41,774.5666666666667,31757.233333333337,2025,Regular Season
1642291,Angel Reese,1611661329,CHI,30,946.9716666666667,28409.15,2025,Regular Season
1628878,Ariel Atkins,1611661329,CHI,34,970.3266666666667,32991.10666666667,2025,Regular Season
1629481,Arike Ogunbowale,1611661321,DAL,29,965.7833333333333,28007.716666666667,2025,Regular Season
1642793,Aziaha James,1611661321,DAL,38,672.7,25562.600000000002,2025,Regular Season
1628922,Azurá Stevens,1611661320,LAS,44,1249.2933333333333,54968.90666666666,2025,Regular Season
1627668,Breanna Stewart,1611661313,NYL,31,948.4,29400.399999999998,2025,Regular Season
1642788,Bree Hall,1611661325,IND,4,17.466666666666665,69.86666666666666,2025,Regular Season
203829,Bria Hartley,1611661323,CON,38,867.4683333333334,32963.79666666667,2025,Regular Season
1629488,Brianna Turner,1611661325,IND,27,232.65666666666667,6281.73,2025,Regular Season
1629524,Bridget Carleton,1611661324,MIN,44,1227.3583333333333,54003.76666666667,2025,Regular Season
1628280,Brionna Jones,1611661330,ATL,44,1168.825,51428.3,2025,Regular Season
203398,Brittney Griner,1611661330,ATL,39,810.005,31590.195,2025,Regular Season
1628279,Brittney Sykes,1611661328,SEA,39,1193.4216666666666,46543.445,2025,Regular Season
1642286,Caitlin Clark,1611661325,IND,13,403.6433333333333,5247.363333333333,2025,Regular Season
1642287,Cameron Brink,1611661320,LAS,19,244.405,4643.695,2025,Regular Season
1642344,Camryn Taylor,1611661324,MIN,6,22.666666666666668,136.0,2025,Regular Season
1642304,Carla Leite,1611661331,GSV,37,637.13,23573.81,2025,Regular Season
1628508,Cecilia Zandalasini,1611661331,GSV,19,449.6066666666667,8542.526666666667,2025,Regular Season
203833,Chelsea Gray,1611661319,LVA,44,1368.33,60206.52,2025,Regular Season
204323,Cheyenne Parker-Tyus,1611661319,LVA,2,13.933333333333334,27.866666666666667,2025,Regular Season
1631064,Chloe Bibby,1611661325,IND,14,153.815,2153.41,2025,Regular Season
1631090,Christyn Williams,1611661321,DAL,4,44.61,178.44,2025,Regular Season
202664,Courtney Vandersloot,1611661329,CHI,7,190.66166666666666,1334.6316666666667,2025,Regular Season
1627675,Courtney Williams,1611661324,MIN,44,1260.1666666666667,55447.333333333336,2025,Regular Season
204325,Crystal Bradford,1611661319,LVA,4,24.15,96.6,2025,Regular Season
203024,Damiris Dantas,1611661325,IND,38,438.5683333333333,16665.596666666668,2025,Regular Season
1630389,Dana Evans,1611661319,LVA,44,777.4633333333334,34208.386666666665,2025,Regular Season
201886,DeWanna Bonner,1611661317,PHX,33,778.3183333333334,25684.505,2025,Regular Season
204324,Dearica Hamby,1611661320,LAS,44,1374.28,60468.32,2025,Regular Season
1630096,DiJonai Carrington,1611661324,MIN,31,680.0483333333333,21081.498333333333,2025,Regular Season
1641649,Diamond Miller,1611661321,DAL,40,434.20666666666665,17368.266666666666,2025,Regular Season
