player_id,orapm,drapm,net_rapm,possessions,season,season_type,window
202633,3.44,1.386,4.052,1501,2018,RS,3
202638,-1.381,1.07,-0.466,3265,2018,RS,3
202640,0.168,-0.51,0.404,2117,2018,RS,3
202641,-3.833,-0.025,-3.208,507,2018,RS,3
202644,-0.609,-0.435,0.041,431,2018,RS,3
202650,-3.383,1.509,-2.315,2508,2018,RS,3
202652,-2.992,-0.649,-2.627,1711,2018,RS,3
202656,-0.875,0.933,0.027,877,2018,RS,3
202657,-0.594,0.167,-0.392,507,2018,RS,3
202658,-0.182,-0.451,-0.562,2036,2018,RS,3
202662,-0.35,0.737,0.0,1981,2018,RS,3
202663,-1.668,0.923,-0.226,2004,2018,RS,3
202664,0.521,0.321,0.921,2363,2018,RS,3
202670,0.38,-0.67,-0.283,1409,2018,RS,3
203014,2.151,0.743,1.315,3169,2018,RS,3
203015,0.798,0.764,1.367,1831,2018,RS,3
203017,-1.152,0.06,-0.831,3325,2018,RS,3
203018,0.969,0.586,1.698,693,2018,RS,3
203024,-0.66,-0.513,-1.12,1560,2018,RS,3
203026,0.422,0.076,0.896,3558,2018,RS,3
203029,1.44,0.937,1.239,1697,2018,RS,3
203041,-0.912,-2.595,-2.842,744,2018,RS,3
203389,-0.717,-0.401,-1.715,1330,2018,RS,3
203398,2.613,-1.492,0.961,2495,2018,RS,3
203399,2.616,-0.997,0.602,2995,2018,RS,3
203400,0.323,0.33,0.635,3591,2018,RS,3
203401,-2.356,-1.711,-2.535,1269,2018,RS,3
203402,-0.291,-3.87,-2.946,665,2018,RS,3
203403,-1.789,-1.026,-2.576,2257,2018,RS,3
203405,-1.072,0.443,-0.293,1544,2018,RS,3
203406,-2.696,-0.864,-2.823,2235,2018,RS,3
203410,0.531,0.853,0.205,1770,2018,RS,3
203411,0.334,0.374,0.912,1847,2018,RS,3
203416,0.0,-1.285,-1.138,1132,2018,RS,3
203437,-0.696,-1.178,-1.462,2612,2018,RS,3
203823,1.37,0.042,1.256,834,2018,RS,3
203824,2.272,1.804,3.083,2998,2018,RS,3
203825,-1.493,0.584,-0.401,3944,2018,RS,3
203826,0.926,1.344,1.495,1740,2018,RS,3
203827,1.388,2.82,1.509,2995,2018,RS,3
203828,-0.133,-0.094,0.232,2804,2018,RS,3
203829,-1.166,-1.346,-1.861,2889,2018,RS,3
203831,-0.157,-0.451,0.086,2322,2018,RS,3
203833,4.219,2.875,5.331,4020,2018,RS,3
203835,0.4,-0.156,-0.149,785,2018,RS,3
203849,-0.777,-1.112,-1.362,1489,2018,RS,3
203855,-0.249,1.329,0.922,1339,2018,RS,3
203859,-2.283,1.015,-0.678,757,2018,RS,3
203866,1.536,0.301,1.391,2915,2018,RS,3
204296,1.097,1.86,2.22,594,2018,RS,3
204297,-0.31,2.626,2.06,1289,2018,RS,3
204317,-1.844,1.744,-0.02,930,2018,RS,3
204319,4.575,1.656,5.208,4533,2018,RS,3
204320,-0.245,-1.123,-1.04,756,2018,RS,3
204321,0.588,-7.058,-4.349,1288,2018,RS,3
204322,0.431,-0.612,0.253,3496,2018,RS,3
204324,0.54,1.008,0.485,2426,2018,RS,3
204327,-2.506,-0.142,-3.035,548,2018,RS,3
204329,-0.565,0.594,-0.478,1568,2018,RS,3
204330,-0.014,1.454,1.542,1740,2018,RS,3
204333,4.806,0.504,3.902,2048,2018,RS,3
204355,-0.715,0.005,-0.801,330,2018,RS,3
204365,-1.447,-1.085,-1.733,2659,2018,RS,3
1627668,1.8,3.4,3.81,4384,2018,RS,3
1627669,-2.024,0.057,-1.225,1367,2018,RS,3
1627670,-0.534,0.729,0.032,656,2018,RS,3
1627671,-0.487,-0.243,-0.704,306,2018,RS,3
1627672,-1.915,0.669,-1.312,1282,2018,RS,3
1627673,1.886,0.678,1.488,1354,2018,RS,3
1627674,-2.622,-0.714,-2.159,1380,2018,RS,3
1627675,2.094,-1.1,1.009,1630,2018,RS,3
1627676,-0.543,-0.522,-0.078,2078,2018,RS,3
1627677,-1.229,0.618,-1.444,1589,2018,RS,3
1627678,-0.789,2.143,1.001,1335,2018,RS,3
1627681,-3.458,0.344,-2.652,1144,2018,RS,3
1627689,-0.28,0.553,-0.159,329,2018,RS,3
1627701,-0.48,1.06,0.201,841,2018,RS,3
1628242,0.514,1.902,1.528,1025,2018,RS,3
1628244,-2.814,-4.349,-6.83,1269,2018,RS,3
1628263,-0.758,0.907,0.05,821,2018,RS,3
1628267,-1.997,1.398,-1.75,1194,2018,RS,3
1628268,0.949,0.357,1.753,429,2018,RS,3
1628269,-2.28,1.574,-0.15,1259,2018,RS,3
1628273,-1.881,0.915,-0.314,1977,2018,RS,3
1628276,3.171,-1.56,1.338,3065,2018,RS,3
1628277,1.707,-0.62,0.92,3210,2018,RS,3
1628278,-1.079,0.36,-1.62,1069,2018,RS,3
1628279,0.616,0.181,0.766,2864,2018,RS,3
1628282,-1.5,0.747,-0.189,626,2018,RS,3
1628283,-1.64,1.284,0.427,1103,2018,RS,3
1628284,-1.034,0.889,-0.14,311,2018,RS,3
1628286,-1.331,1.253,0.019,1256,2018,RS,3
1628292,-3.388,0.304,-2.267,398,2018,RS,3
1628508,-1.433,-0.782,-0.965,917,2018,RS,3
1628878,5.088,0.382,2.963,1182,2018,RS,3
1628881,2.283,0.977,2.675,739,2018,RS,3
1628886,-0.185,-5.578,-4.897,1079,2018,RS,3
1628890,0.262,0.397,1.138,1081,2018,RS,3
1628899,0.938,-0.585,0.075,381,2018,RS,3
1628909,-1.053,-0.649,-0.982,488,2018,RS,3
1628913,-1.184,1.509,0.138,520,2018,RS,3
1628915,-0.095,-0.502,-0.263,1085,2018,RS,3
1628917,-0.961,1.268,-0.26,882,2018,RS,3
1628922,-0.851,0.075,-1.619,1427,2018,RS,3
1628927,-0.746,-0.508,-0.407,1006,2018,RS,3
1628931,-1.318,-0.201,-1.978,1088,2018,RS,3
1628932,3.947,-2.303,1.247,1815,2018,RS,3
