player_id,player_name,poss,ots,otov,oreb,otrans,dts,dtov,dreb,dtrans,net_rapm_full,net_rapm_reconstructed,residual,absresid
1629567,Natisha Hiedeman,1679,-0.001299374,0.00144053,-0.000459415,-0.007820808,-0.001616295,-0.005244098,0.001077698,0.012890448,-1.961,-1.246942516,-0.714057484,
1629479,Teaira McCowan,1966,-0.002961083,-0.000119605,0.001120889,0.002847071,-0.008586836,0.000953956,0.002159028,-0.006403122,-0.068,-1.254470182,1.186470182,
1629574,Li Yueru,1425,0.000153029,0.00290008,0.016379025,0.001605913,-0.007173673,-0.007725272,-0.003414183,-0.004127612,-0.486,-1.31475281,0.82875281,
1641651,Jordan Horston,1727,-0.002325812,0.005004425,0.001627623,0.001465123,-0.001985292,0.000293673,-0.008939837,-0.004259848,-1.189,-1.375485352,0.186485352,
204330,Isabelle Harrison,1264,-0.001139731,0.00078077,-0.008761523,0.003598363,-0.004497603,-0.002982805,0.001023824,-0.001842649,-1.322,-1.389898613,0.067898613,
1642292,Jacy Sheldon,1463,0.00191343,0.000881934,0.00428756,0.004541197,-0.012534581,-0.000772631,-0.000286002,-0.003172825,-1.611,-1.404683553,-0.206316447,
1628881,Monique Billings,1871,-0.002494133,0.007774414,0.011491644,-0.010318629,-0.002683448,5.10E-05,-0.008330902,-0.003791687,-1.308,-1.41058952,0.10258952,
203828,Stefanie Dolson,2044,0.000858149,0.006864721,-0.009135483,-0.009592869,-0.005509318,0.002364417,0.0007942,-0.005328386,-0.576,-1.419826113,0.843826113,
1628890,Diamond DeShields,910,-0.003549546,0.001229123,0.003922311,0.005973184,-0.005757523,0.000860554,-0.0057471,-0.000246255,-2.288,-1.453327669,-0.834672331,
1628920,Mercedes Russell,1380,-0.01025684,0.003087778,-0.004209274,-0.008176459,-0.000587286,0.001941706,0.010103637,0.00900836,-0.808,-1.472447526,0.664447526,
1642210,Julie Vanloo,2006,-0.000173769,0.000329913,-0.010740405,-0.005345516,-0.01090668,0.006275587,0.001644914,3.21E-05,-1.841,-1.50491397,-0.33608603,
1642289,Kamilla Cardoso,1798,-0.009442653,4.27E-05,0.0139661,-0.004756894,0.000222625,-0.009918122,-0.000257817,-0.004672725,-1.122,-1.507573431,0.385573431,
1628269,Nia Coffey,1326,-0.007290089,0.003592163,0.000714983,-0.006406953,-0.000938322,-0.000835923,0.000183691,-0.000354875,-2.198,-1.551575324,-0.646424676,
1628931,Gabby Williams,682,-0.006598284,-0.005449534,-0.00257681,0.001731512,-0.00912292,0.000345137,0.003567419,-0.000324601,-1.606,-1.610561889,0.004561889,
1628508,Cecilia Zandalasini,1202,-0.007530968,-0.001669892,-0.003790096,-0.01592147,-0.003564166,0.001851809,0.003163632,0.013120539,-1.29,-1.615929048,0.325929048,
203406,Layshia Clarendon,686,-0.002606549,0.002395283,0.006295934,-0.004850279,-0.010245199,-0.002807468,0.003078682,-0.0030309,-2.241,-1.812192773,-0.428807227,
1628878,Ariel Atkins,2706,-0.001551268,0.000789705,-0.005163644,-0.013105883,-0.014222237,0.003778737,0.006755061,-0.007833428,-0.833,-1.81663159,0.98363159,
1629481,Arike Ogunbowale,2365,-0.005829905,0.00490127,0.007459622,-0.003555056,-0.004532512,-0.001113266,-0.004699176,-0.006499592,-2.265,-1.838571621,-0.426428379,
1628915,Kia Nurse,1825,-0.005447086,0.002903968,-0.004263202,0.001290632,-0.002116636,-0.000412096,-0.004179838,0.005246744,-1.111,-1.845513092,0.734513092,
1641660,Zia Cooke,491,0.000669939,0.00380721,0.000528573,-0.003608309,-0.008742794,-0.001845693,-0.005706992,-0.004708519,-3.514,-1.884393687,-1.629606313,
1641700,Liz Dixon,460,-0.00400388,-0.000217329,-0.005587785,-0.004976351,-0.007292595,-0.001890069,0.001017134,-0.003102746,-2.258,-1.910451616,-0.347548384,
1630389,Dana Evans,1552,-0.006961489,0.00613604,0.006456017,0.005525379,-0.006122731,0.000445561,0.000158041,0.001876678,-1.878,-2.0259248,0.1479248,
1630112,Tyasha Harris,1969,-0.014766108,0.001078163,0.002320111,-0.000285558,-0.00245648,-0.003691995,0.00995839,-0.006342895,-1.695,-2.042674951,0.347674951,
1628899,Myisha Hines-Allen,2045,-0.006189908,-0.000401874,-0.001369052,-0.016856125,-0.009906483,-0.000434652,0.004084818,-0.006689525,-1.589,-2.131520574,0.542520574,
1642288,Rickea Jackson,2583,-0.013138372,-0.000217415,-0.00694857,-0.010365146,-0.004204974,0.002005423,0.001274997,-0.0020379,-1.658,-2.509934679,0.851934679,
1630115,Joyner Holmes,757,-0.008711268,-0.002383219,0.003856745,-0.006708951,-0.01053941,0.000113954,-0.002115195,0.004651381,-2.808,-2.566170627,-0.241829373,
204324,Dearica Hamby,2926,-0.008323625,0.002253515,-0.014714755,-0.004449666,-0.009590587,0.001265051,-0.001095077,-0.004422891,-1.701,-3.236701777,1.535701777,
