player_id,orapm,drapm,net_rapm,possessions,season,season_type
100940,0.696,0.594,1.738,3552,2024,RS
201886,0.261,1.279,0.84,3997,2024,RS
202250,0.702,1.629,1.986,3285,2024,RS
202252,-0.14,2.261,1.372,3462,2024,RS
202641,1.746,0.182,0.589,702,2024,RS
202664,-1.27,1.276,-0.24,1968,2024,RS
203014,3.33,2.14,4.63,3884,2024,RS
203024,0.322,-0.282,0.156,562,2024,RS
203026,0.986,0.413,1.203,2417,2024,RS
203398,4.436,0.642,4.232,2755,2024,RS
203400,1.027,2.406,1.924,4264,2024,RS
203406,-0.406,-1.851,-1.435,959,2024,RS
203824,-0.663,-1.37,-0.915,2031,2024,RS
203825,0.856,-0.538,-0.064,3954,2024,RS
203826,-0.02,1.78,0.775,3892,2024,RS
203827,2.329,-2.541,0.707,2530,2024,RS
203828,-0.362,1.529,1.818,3079,2024,RS
203833,-0.884,1.356,0.322,2483,2024,RS
203855,0.476,0.11,0.576,1917,2024,RS
203866,1.154,1.703,1.718,2928,2024,RS
204296,0.653,-0.389,0.435,1283,2024,RS
204319,-0.419,0.867,0.751,4520,2024,RS
204322,-0.175,2.868,-0.561,719,2024,RS
204323,-1.418,1.551,-0.443,1338,2024,RS
204324,-0.345,-0.003,1.105,4014,2024,RS
204329,-0.688,1.505,0.461,2023,2024,RS
204330,-1.841,0.195,-0.937,2146,2024,RS
204333,-1.256,-1.182,-2.417,4638,2024,RS
204335,2.573,-0.964,1.412,2698,2024,RS
204365,-1.153,0.44,-0.694,2077,2024,RS
1627668,2.133,1.712,1.565,4008,2024,RS
1627669,-2.996,-0.514,-2.478,772,2024,RS
1627671,0.416,-2.59,-1.529,2066,2024,RS
1627672,1.324,-0.845,-0.665,1065,2024,RS
1627673,4.005,1.796,4.147,3654,2024,RS
1627674,0.951,-3.058,-1.221,3927,2024,RS
1627675,-1.128,2.141,0.487,3736,2024,RS
1627676,-0.68,0.84,0.136,1297,2024,RS
1627701,0.962,0.865,1.782,1580,2024,RS
1628244,-1.17,0.228,-1.083,2236,2024,RS
1628263,0.463,0.812,1.609,2950,2024,RS
1628269,-3.112,0.244,-2.243,1778,2024,RS
1628276,1.725,-0.403,1.455,4497,2024,RS
1628277,0.529,1.768,2.168,4098,2024,RS
1628278,0.031,0.571,0.232,3090,2024,RS
1628279,-1.827,0.667,-0.691,1391,2024,RS
1628280,3.772,1.511,4.47,3319,2024,RS
1628317,-0.701,0.262,-0.383,2334,2024,RS
1628508,-1.277,-0.25,-1.649,1870,2024,RS
1628878,0.213,-0.61,-0.221,3770,2024,RS
1628881,-0.559,-2.172,-1.891,2371,2024,RS
1628882,-0.788,0.267,-0.972,1309,2024,RS
1628886,-0.614,0.463,-0.154,1914,2024,RS
1628890,-0.869,-0.593,-1.63,1436,2024,RS
1628899,1.338,-2.101,-0.175,2253,2024,RS
1628909,3.004,-1.376,2.191,4446,2024,RS
1628915,-2.658,-2.213,-2.596,2699,2024,RS
1628920,-2.121,1.909,-0.239,1857,2024,RS
1628922,-0.329,-1.404,-1.658,1581,2024,RS
1628927,-0.222,-1.325,-1.235,1581,2024,RS
1628929,-0.505,-1.171,-1.476,1280,2024,RS
1628931,0.955,-0.3,0.388,1088,2024,RS
1628932,2.147,1.858,1.379,4612,2024,RS
1629477,-0.461,-0.704,-1.103,3687,2024,RS
1629478,0.297,-1.97,-1.159,2475,2024,RS
1629479,1.737,-1.229,1.218,2938,2024,RS
