player_id,orapm,drapm,net_rapm,possessions,season,season_type
100720,1.172,0.348,1.159,779,2020,RS
100940,0.806,0.491,1.053,1670,2020,RS
200671,3.032,-0.106,2.302,1318,2020,RS
200676,0.156,-2.292,-1.257,1866,2020,RS
201480,2.506,1.323,3.061,424,2020,RS
201496,0.535,0.624,0.894,2089,2020,RS
201502,-2.896,-0.026,-2.255,970,2020,RS
201507,-0.166,0.309,0.977,1868,2020,RS
201516,0.626,0.027,0.856,2135,2020,RS
201881,2.647,0.637,2.209,1218,2020,RS
201886,0.158,1.287,1.005,2428,2020,RS
201896,-0.957,2.102,1.232,824,2020,RS
201913,1.219,-1.395,-0.373,1723,2020,RS
202252,3.108,4.076,5.239,1824,2020,RS
202259,0.267,0.768,0.798,550,2020,RS
202641,-1.728,0.596,-1.562,440,2020,RS
202658,0.854,0.929,1.349,1282,2020,RS
202662,-2.222,0.671,-1.377,1393,2020,RS
202664,1.85,-0.453,1.141,2221,2020,RS
202670,-1.282,0.39,0.066,1504,2020,RS
203014,0.594,2.179,2.093,1259,2020,RS
203015,1.049,-0.87,1.46,1235,2020,RS
203017,-2.743,2.04,-1.121,955,2020,RS
203018,-1.85,0.475,-2.135,536,2020,RS
203024,1.399,-0.336,0.994,1488,2020,RS
203029,-0.89,0.615,-1.163,1338,2020,RS
203035,-2.846,2.213,-1.381,983,2020,RS
203043,-1.266,0.383,0.024,643,2020,RS
203398,-1.161,1.332,0.277,1089,2020,RS
203400,2.157,-0.58,1.048,1976,2020,RS
203403,-2.714,-1.655,-3.565,1072,2020,RS
203406,-2.093,1.048,0.02,1554,2020,RS
203411,-0.061,1.664,0.878,1125,2020,RS
203416,-1.093,1.635,0.195,2001,2020,RS
203437,-0.671,-0.698,-1.061,694,2020,RS
203824,0.227,0.62,1.348,729,2020,RS
203825,1.299,-1.225,0.049,1670,2020,RS
203826,-0.092,1.583,0.845,2127,2020,RS
203827,0.61,3.004,1.179,1492,2020,RS
203828,1.186,-0.877,-0.138,950,2020,RS
203829,-0.643,-1.325,-2.561,1198,2020,RS
203831,1.001,-2.086,-0.016,1238,2020,RS
203833,-0.698,0.304,-0.335,2053,2020,RS
203838,-0.784,-4.573,-4.471,520,2020,RS
203866,2.435,-1.655,0.553,1712,2020,RS
204319,1.704,1.263,1.616,2087,2020,RS
204320,-2.438,3.273,0.957,1457,2020,RS
204321,-3.049,-1.117,-3.049,386,2020,RS
204322,0.826,-0.88,0.482,1583,2020,RS
204323,1.145,1.601,1.696,1434,2020,RS
204324,0.289,1.902,0.535,1622,2020,RS
204329,-2.852,1.536,-0.229,1849,2020,RS
204330,1.919,-2.688,-0.82,850,2020,RS
204335,0.798,-0.768,0.369,2230,2020,RS
204355,1.047,-4.189,-2.474,1213,2020,RS
1627668,2.907,2.222,2.686,2037,2020,RS
1627669,2.489,-2.48,-0.472,470,2020,RS
1627670,-1.426,0.359,-1.382,376,2020,RS
1627671,0.681,0.449,1.481,1357,2020,RS
1627672,0.67,0.526,1.073,510,2020,RS
1627674,1.101,-0.189,1.062,2203,2020,RS
1627675,-4.617,0.61,-2.287,1864,2020,RS
1627676,-1.535,1.701,0.041,1633,2020,RS
1627678,-0.608,-0.915,-1.483,1057,2020,RS
1627700,0.241,-2.621,-1.847,2173,2020,RS
1628244,0.845,0.648,0.838,1289,2020,RS
1628263,-0.672,-1.731,-1.659,735,2020,RS
1628268,-1.319,0.649,-0.472,747,2020,RS
1628269,1.496,0.987,2.161,897,2020,RS
1628277,4.252,-2.463,2.121,1625,2020,RS
1628278,2.21,2.284,2.415,1441,2020,RS
1628279,1.389,0.561,1.386,1602,2020,RS
1628280,1.865,1.016,1.815,1730,2020,RS
1628282,-1.003,0.215,-0.33,1111,2020,RS
1628286,3.178,-2.613,0.074,1072,2020,RS
1628878,2.197,-0.539,1.345,2128,2020,RS
1628881,2.238,-2.872,-0.803,1618,2020,RS
1628882,-1.227,2.23,-0.609,1041,2020,RS
1628886,-1.4,1.791,-0.64,1542,2020,RS
1628890,-1.99,-0.187,-1.622,795,2020,RS
1628895,-0.421,-0.371,-0.938,338,2020,RS
1628899,1.847,-1.228,0.409,1860,2020,RS
1628906,-0.803,0.479,0.178,350,2020,RS
1628909,0.294,-1.23,0.115,2215,2020,RS
1628915,-4.391,-2.832,-4.294,2024,2020,RS
1628920,-1.558,2.055,0.216,915,2020,RS
1628922,0.711,-0.7,-0.327,1090,2020,RS
1628927,0.611,-0.141,1.228,302,2020,RS
1628931,-2.393,0.576,-2.077,1555,2020,RS
1628932,1.068,1.49,1.016,1782,2020,RS
1629478,0.864,0.445,1.36,1340,2020,RS
1629479,1.574,0.839,2.335,1441,2020,RS
1629481,1.742,-0.8,1.142,2246,2020,RS
1629482,0.213,1.49,1.718,1199,2020,RS
1629483,1.044,-0.736,-0.587,1890,2020,RS
1629485,0.471,0.064,-0.632,544,2020,RS
1629488,1.782,1.879,1.808,1959,2020,RS
1629492,-0.29,0.836,-0.059,642,2020,RS
1629496,2.506,2.07,2.621,1004,2020,RS
1629497,-0.553,1.536,0.514,1299,2020,RS
1629498,0.223,1.824,1.334,1909,2020,RS
1629501,1.003,2.006,1.999,1170,2020,RS
1629502,-1.699,-1.455,-2.726,568,2020,RS
1629506,-1.868,-0.769,-1.992,1159,2020,RS
1629524,1.047,-0.206,0.825,1669,2020,RS
1629567,-1.941,1.978,0.671,1325,2020,RS
1629568,0.019,-0.528,-0.166,1113,2020,RS
1630093,0.174,-3.163,-3.614,1081,2020,RS
1630097,-0.427,0.596,-0.301,993,2020,RS
1630099,-0.091,1.9,1.274,1048,2020,RS
1630100,-1.8,-0.175,-1.531,728,2020,RS
1630101,-0.285,-0.25,-0.159,1802,2020,RS
1630104,-1.806,0.315,-1.586,606,2020,RS
1630112,-1.365,1.174,-0.325,1166,2020,RS
1630113,1.631,-0.934,0.455,911,2020,RS
1630114,-1.451,2.239,0.511,645,2020,RS
1630115,-2.802,-1.955,-2.634,600,2020,RS
1630118,1.802,-0.84,0.063,321,2020,RS
1630119,-1.115,-0.944,-1.859,1465,2020,RS
1630127,-1.637,1.153,0.468,1479,2020,RS
1630131,-3.723,-0.918,-3.035,1244,2020,RS
1630134,-0.673,-2.697,-1.909,349,2020,RS
1630136,-2.632,-2.437,-2.975,845,2020,RS
1630139,-1.869,-2.962,-3.199,1524,2020,RS
1630149,-0.893,-0.903,-1.383,1226,2020,RS
1630150,-0.15,-1.489,-1.093,1154,2020,RS
1630153,2.72,-5.053,-0.847,402,2020,RS
