player_id,orapm,drapm,net_rapm,possessions,season,season_type
100720,-0.57,-1.571,-2.058,2523,2017,RS
100812,-1.638,-0.552,-1.798,913,2017,RS
100888,-1.367,2.058,0.483,1844,2017,RS
100915,0.647,-1.658,-0.458,1533,2017,RS
100940,2.547,-0.524,1.675,2418,2017,RS
100944,1.354,-1.668,-1.135,2327,2017,RS
100949,0.358,1.846,0.506,2772,2017,RS
100952,-2.349,1.373,-1.761,1950,2017,RS
101023,-3.376,1.471,-1.459,2407,2017,RS
200665,-2.702,-0.841,-2.474,2610,2017,RS
200671,2.289,-0.602,1.611,2618,2017,RS
200673,-0.24,-0.837,-0.663,1986,2017,RS
200676,1.877,-1.968,1.034,2829,2017,RS
201049,-0.5,0.851,0.573,1918,2017,RS
201050,-1.092,1.517,0.749,565,2017,RS
201056,-0.26,1.103,0.669,1465,2017,RS
201062,-0.76,-0.333,-1.107,706,2017,RS
201067,0.153,0.385,0.267,2345,2017,RS
201477,-2.021,1.058,-0.655,2224,2017,RS
201480,3.736,2.711,4.495,2882,2017,RS
201492,-1.233,0.526,-0.931,1060,2017,RS
201496,0.47,2.771,1.308,2840,2017,RS
201502,-0.142,0.91,0.083,1426,2017,RS
201503,-0.763,-1.497,-1.003,1983,2017,RS
201507,-0.657,0.475,-0.647,1869,2017,RS
201516,2.777,-2.118,1.158,2751,2017,RS
201518,2.333,0.773,3.112,2628,2017,RS
201530,1.855,-0.544,0.667,1001,2017,RS
201889,-2.982,-1.138,-2.415,1693,2017,RS
201896,-2.102,-1.77,-2.232,1882,2017,RS
201904,-0.094,-0.031,-0.282,2506,2017,RS
201907,-0.74,-0.269,-0.947,927,2017,RS
201911,0.971,-2.889,-0.842,2977,2017,RS
201913,0.124,-0.535,-0.401,1729,2017,RS
201919,1.062,0.791,1.377,2975,2017,RS
202250,2.438,1.778,3.63,2943,2017,RS
202252,0.233,-1.27,-0.636,2507,2017,RS
202255,-0.332,-0.272,-0.87,588,2017,RS
202259,0.533,1.605,1.347,2177,2017,RS
202632,3.051,2.415,3.673,2881,2017,RS
202638,-0.834,-0.164,-0.909,2461,2017,RS
202640,1.425,-0.333,1.432,3121,2017,RS
202641,-2.625,0.495,-1.964,977,2017,RS
202644,-1.819,-1.071,-2.811,763,2017,RS
202650,-0.276,1.687,1.187,2027,2017,RS
202652,-1.901,-0.046,-1.029,2595,2017,RS
202653,0.133,0.653,0.779,890,2017,RS
202656,0.299,0.675,1.525,861,2017,RS
202657,0.724,0.273,1.313,498,2017,RS
202658,0.961,0.384,0.706,1664,2017,RS
202662,2.096,-0.039,0.864,2563,2017,RS
202663,1.819,1.528,3.01,2372,2017,RS
202664,-0.393,-1.379,-1.059,2012,2017,RS
202670,-1.165,-0.802,-1.384,896,2017,RS
203014,4.275,0.538,2.903,2836,2017,RS
203015,0.507,2.193,1.67,2500,2017,RS
203017,-0.561,-1.805,-1.467,3019,2017,RS
203018,1.639,-0.14,1.066,1013,2017,RS
203024,1.307,-2.804,-1.203,1843,2017,RS
203026,1.296,-1.343,0.537,2749,2017,RS
203029,-0.887,0.316,-1.201,1245,2017,RS
203034,0.939,1.415,2.315,419,2017,RS
203041,-0.117,-0.102,-1.147,595,2017,RS
203389,-1.412,1.904,-0.233,1671,2017,RS
203398,2.384,0.785,2.123,2232,2017,RS
203399,1.979,0.136,1.98,2193,2017,RS
203400,0.974,-1.481,-0.014,3057,2017,RS
