player_id,orapm,drapm,net_rapm,possessions,season,season_type
203401,2.136,-2.119,0.32,1450,2017,RS
203403,0.538,0.602,0.702,1849,2017,RS
203405,-1.018,-0.674,-1.097,1646,2017,RS
203406,0.034,-2.214,-1.131,2694,2017,RS
203410,-1.706,1.837,-0.341,1908,2017,RS
203411,-1.511,0.699,-0.97,2289,2017,RS
203416,1.614,-3.023,-1.447,1998,2017,RS
203437,-1.363,-0.514,-1.855,2560,2017,RS
203824,-0.342,1.482,-0.101,2053,2017,RS
203825,-1.365,0.172,0.218,2729,2017,RS
203826,3.614,2.452,4.273,2837,2017,RS
203827,0.337,2.007,0.914,1772,2017,RS
203828,2.366,-0.649,1.848,2812,2017,RS
203829,-0.021,-0.063,-0.117,2455,2017,RS
203831,-0.46,0.159,0.573,1912,2017,RS
203833,2.951,1.721,3.866,3269,2017,RS
203835,-0.345,-1.631,-1.346,1248,2017,RS
203849,-0.272,1.148,0.769,1842,2017,RS
203855,0.262,0.501,0.231,1894,2017,RS
203859,-0.253,1.14,0.463,917,2017,RS
203866,1.692,-1.268,0.72,2378,2017,RS
204296,-1.733,-0.171,-2.258,701,2017,RS
204297,-0.279,1.599,1.019,1237,2017,RS
204317,-2.199,0.966,-0.628,1398,2017,RS
204319,0.731,0.297,0.661,3309,2017,RS
204320,-2.023,0.142,-1.906,437,2017,RS
204321,-0.401,-0.175,-0.163,622,2017,RS
204322,0.077,0.389,0.281,2580,2017,RS
204323,0.808,0.949,1.325,499,2017,RS
204324,-1.412,-0.848,-2.016,1781,2017,RS
204329,-1.335,0.208,-1.205,1730,2017,RS
204330,0.426,-0.071,0.702,2535,2017,RS
204333,-0.259,1.78,0.489,1490,2017,RS
204365,-1.851,-2.855,-3.773,2778,2017,RS
1627668,1.677,0.882,1.604,3370,2017,RS
1627669,-0.239,0.92,0.166,1633,2017,RS
1627670,-3.604,1.255,-1.666,1204,2017,RS
1627671,1.533,-3.206,-1.019,850,2017,RS
1627672,-0.273,-0.786,-0.364,889,2017,RS
1627673,4.907,-0.375,3.02,2924,2017,RS
1627674,-0.471,0.507,0.545,1815,2017,RS
1627675,3.559,-4.737,-1.116,2644,2017,RS
1627676,-1.341,0.344,-0.359,2143,2017,RS
1627677,-1.644,1.66,0.093,1607,2017,RS
1627678,1.598,0.753,2.161,2194,2017,RS
1627681,-2.446,0.141,-2.361,1219,2017,RS
1628242,0.734,0.546,1.198,1821,2017,RS
1628244,-1.774,0.602,-1.555,1395,2017,RS
1628248,1.697,1.469,3.656,973,2017,RS
1628263,-1.386,0.554,-1.037,662,2017,RS
1628267,-1.706,-0.26,-1.989,1376,2017,RS
1628269,-0.043,0.9,0.848,688,2017,RS
1628273,-2.32,-0.885,-2.27,1997,2017,RS
1628276,-0.289,0.02,0.038,2205,2017,RS
1628277,1.374,-0.799,0.408,2922,2017,RS
1628278,-1.331,0.199,-1.297,1178,2017,RS
1628279,-1.29,-1.976,-1.741,2787,2017,RS
1628280,3.875,-0.588,2.461,477,2017,RS
1628282,0.195,0.131,0.599,713,2017,RS
1628283,-2.388,0.546,-1.752,740,2017,RS
1628284,-3.026,0.329,-2.715,397,2017,RS
1628286,-3.187,-0.287,-2.33,1265,2017,RS
1628287,-1.836,1.921,-0.438,374,2017,RS
1628297,-1.127,1.812,0.308,408,2017,RS
