game_id,poss_id,off_team,def_team,points,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5
1022300004,0,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,1,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,2,1611661317,1611661320,2,100940,203398,1627669,1629488,1630446,203014,203406,203823,1628882,1628886
1022300004,3,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,4,1611661317,1611661320,0,100940,203398,1627669,1629488,1630446,203014,203406,203823,1628882,1628886
1022300004,5,1611661317,1611661320,0,100940,203398,1627669,1629488,1630446,203014,203406,203823,1628882,1628886
1022300004,6,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,7,1611661317,1611661320,2,100940,203398,1627669,1629488,1630446,203014,203406,203823,1628882,1628886
1022300004,8,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,9,1611661317,1611661320,0,100940,203398,1627669,1629488,1630446,203014,203406,203823,1628882,1628886
1022300004,10,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,11,1611661317,1611661320,2,100940,203398,1627669,1629488,1630446,203014,203406,203823,1628882,1628886
1022300004,12,1611661320,1611661317,2,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,13,1611661317,1611661320,0,100940,203398,1627669,1629488,1630446,203014,203406,203823,1628882,1628886
1022300004,14,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,15,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,16,1611661317,1611661320,0,100940,203398,1627669,1629488,1630446,203014,203406,203823,1628882,1628886
1022300004,17,1611661320,1611661317,0,203014,203406,203823,1628882,1628886,100940,203398,1627669,1629488,1630446
1022300004,35,1611661320,1611661317,3,203014,1628317,1628882,1628886,1630115,1627669,1629488,1630134,1631091,1641690
1022300004,36,1611661317,1611661320,0,100940,203398,1630134,1631091,1641690,203014,203406,1628317,1630115,1641660
1022300004,37,1611661317,1611661320,0,100940,203398,1630134,1631091,1641690,203014,203406,1628317,1630115,1641660
1022300004,38,1611661320,1611661317,0,203014,203406,1628317,1630115,1641660,100940,203398,1630134,1631091,1641690
1022300004,39,1611661317,1611661320,2,100940,203398,1630134,1631091,1641690,203014,203406,1628317,1630115,1641660
