game_id,poss_id,off_team,def_team,points,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5
1022200003,0,1611661317,1611661319,0,100940,202250,203035,203400,1629485,203833,204324,1628276,1628932,1629498
1022200003,1,1611661317,1611661319,0,100940,202250,203035,203400,1629485,203833,204324,1628276,1628932,1629498
1022200003,2,1611661317,1611661319,0,100940,202250,203035,203400,1629485,203833,204324,1628276,1628932,1629498
1022200003,3,1611661319,1611661317,3,203833,204324,1628276,1628932,1629498,100940,202250,203035,203400,1629485
1022200003,4,1611661317,1611661319,3,100940,202250,203035,203400,1629485,203833,204324,1628276,1628932,1629498
1022200003,5,1611661319,1611661317,2,203833,204324,1628276,1628932,1629498,100940,202250,203035,203400,1629485
1022200003,6,1611661317,1611661319,0,100940,202250,203035,203400,1629485,203833,204324,1628276,1628932,1629498
1022200003,7,1611661319,1611661317,2,203833,204324,1628276,1628932,1629498,100940,202250,203035,203400,1629485
1022200003,8,1611661317,1611661319,0,100940,202250,203035,203400,1629485,203833,204324,1628276,1628932,1629498
1022200003,9,1611661319,1611661317,0,203833,204324,1628276,1628932,1629498,100940,202250,203035,203400,1629485
1022200003,10,1611661317,1611661319,0,100940,202250,203035,203400,1629485,203833,204324,1628276,1628932,1629498
1022200003,11,1611661319,1611661317,2,203833,204324,1628276,1628932,1629498,100940,202250,203035,203400,1629485
1022200003,12,1611661317,1611661319,0,100940,202250,203035,203400,1629485,203833,204324,1628276,1628932,1629498
1022200003,13,1611661319,1611661317,2,203833,204324,1628276,1628932,1629498,100940,202250,203035,203400,1629485
1022200003,14,1611661317,1611661319,2,100940,202250,203400,1629482,1629484,203833,204324,1628276,1628932,1629498
1022200003,15,1611661319,1611661317,2,203833,204324,1628276,1628932,1629498,100940,202250,203400,1629482,1629484
1022200003,16,1611661317,1611661319,2,100940,202250,203400,1629482,1629484,203833,204324,1628276,1628932,1629498
1022200003,17,1611661319,1611661317,2,203833,204324,1628276,1628932,1629498,100940,202250,203400,1629482,1629484
1022200003,18,1611661317,1611661319,0,100940,202250,203400,1629482,1629484,203833,204324,1628276,1628932,1629498
1022200003,19,1611661319,1611661317,3,203833,204324,1628276,1628932,1629498,100940,202250,203400,1629482,1629484
1022200003,20,1611661317,1611661319,0,100940,202250,203400,1629482,1629484,203833,204324,1628276,1628932,1629498
1022200003,21,1611661319,1611661317,0,203833,204324,1628276,1628932,1629498,100940,202250,203400,1629482,1629484
1022200003,22,1611661317,1611661319,2,100940,202250,203400,1629482,1629484,203833,204324,1628276,1628932,1629498
1022200003,23,1611661319,1611661317,2,203849,1628276,1628932,1629498,1631006,100940,202250,203400,1629482,1629484
1022200003,24,1611661317,1611661319,2,100940,202250,203400,1629482,1629484,203849,1628276,1628932,1629498,1631006
1022200003,25,1611661319,1611661317,0,203849,1628276,1628932,1629498,1631006,100940,202250,203400,1629482,1629484
1022200003,26,1611661317,1611661319,2,100940,202250,203400,1629482,1629484,203849,1628276,1628932,1629498,1631006
1022200003,27,1611661319,1611661317,0,203849,1628276,1628932,1629498,1631006,100940,202250,203400,1629482,1629484
1022200003,28,1611661317,1611661319,2,100940,202250,203400,1629482,1629484,202641,203849,1628276,1628932,1631006
