game_id,poss_id,off_team,def_team,points,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5
1021900002,0,1611661313,1611661325,2,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,1,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,2,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,3,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,4,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,5,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,6,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,7,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,8,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,9,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,10,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,11,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,12,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,13,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,14,1611661313,1611661325,3,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,15,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,16,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,17,1611661325,1611661313,0,200676,203831,204335,204365,1628909,202250,204296,204320,204327,1628915
1021900002,18,1611661313,1611661325,2,202250,204296,204320,204327,1628915,200676,203831,204335,204365,1628909
1021900002,19,1611661325,1611661313,0,200676,203018,203831,204335,1628909,202250,204296,204320,204327,1628915
1021900002,20,1611661325,1611661313,0,200676,203018,203831,204335,1628909,202250,204296,204320,204327,1628915
1021900002,21,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203018,203831,204335,1628909
1021900002,22,1611661325,1611661313,2,200676,203018,203831,204335,1628909,202250,204296,204320,204327,1628915
1021900002,23,1611661313,1611661325,2,202250,204296,204320,204327,1628915,200676,203018,203831,204335,1628909
1021900002,24,1611661325,1611661313,0,200676,203018,203831,204335,1628909,202250,204296,204320,204327,1628915
1021900002,25,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203018,203831,204335,1628909
1021900002,28,1611661325,1611661313,2,200676,203018,204365,1627676,1629479,202250,204296,204320,204327,1628915
1021900002,29,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203018,204365,1627676,1629479
1021900002,30,1611661325,1611661313,2,200676,203018,204365,1627676,1629479,202250,204296,204320,204327,1628915
1021900002,31,1611661313,1611661325,0,202250,204296,204320,204327,1628915,200676,203018,204365,1627676,1629479
1021900002,32,1611661325,1611661313,0,200676,203018,204365,1627676,1629479,202250,204296,204320,204327,1628915
1021900002,33,1611661313,1611661325,2,202250,204296,204320,204327,1628915,200676,203018,204365,1627676,1629479
1021900002,34,1611661325,1611661313,2,200676,203018,204365,1627676,1629479,202250,204296,204320,204327,1628915
1021900002,35,1611661313,1611661325,0,101030,202250,204320,1628915,1629476,200676,203018,204365,1627676,1629479
1021900002,36,1611661313,1611661325,0,101030,202250,204320,1628915,1629476,200676,203018,204365,1627676,1629479
1021900002,37,1611661325,1611661313,2,200676,203018,204365,1627676,1629479,101030,202250,204320,1628915,1629476
1021900002,38,1611661313,1611661325,0,101030,202250,204320,1628915,1629476,200676,203018,204365,1627676,1629479
1021900002,39,1611661325,1611661313,2,200676,203018,204365,1627676,1629479,101030,202250,204320,1628915,1629476
1021900002,40,1611661313,1611661325,3,101030,202250,1628248,1628915,1629476,203018,203831,204365,1627676,1629479
1021900002,41,1611661325,1611661313,2,203018,203831,204365,1627676,1629479,101030,202250,1628248,1628915,1629476
1021900002,46,1611661325,1611661313,0,203018,203831,1627676,1628906,1628909,101030,202250,1628248,1628915,1629476
1021900002,47,1611661313,1611661325,0,101030,202250,1628248,1628915,1629476,203018,203831,1627676,1628906,1628909
1021900002,48,1611661325,1611661313,2,203018,203831,1627676,1628906,1628909,101030,202250,1628248,1628915,1629476
1021900002,49,1611661313,1611661325,0,101030,202250,1628248,1628915,1629476,203018,203831,1627676,1628906,1628909
1021900002,50,1611661325,1611661313,0,203018,203831,1627676,1628906,1628909,101030,202250,1628248,1628915,1629476
1021900002,51,1611661313,1611661325,0,101030,202250,1628248,1628915,1629476,203018,203831,1627676,1628906,1628909
1021900002,52,1611661325,1611661313,2,203018,203831,1627676,1628906,1628909,101030,202250,1628248,1628915,1629476
1021900002,55,1611661313,1611661325,0,101030,202250,203829,1628248,1629476,203831,204335,1627676,1628906,1628909
1021900002,56,1611661325,1611661313,2,203831,204335,1627676,1628906,1628909,101030,202250,203829,1628248,1629476
1021900002,57,1611661313,1611661325,0,101030,203829,204320,204334,1629476,203831,204335,1627676,1628906,1628909
1021900002,58,1611661325,1611661313,0,203831,204335,1627676,1628906,1628909,101030,203829,204320,204334,1629476
1021900002,59,1611661325,1611661313,2,203831,204335,1627676,1628906,1628909,101030,203829,204320,204334,1629476
1021900002,60,1611661313,1611661325,0,101030,203829,204320,204334,1629476,200676,203831,204335,1627676,1628909
1021900002,61,1611661325,1611661313,0,200676,203831,204335,1627676,1628909,101030,203829,204320,204334,1629476
1021900002,78,1611661325,1611661313,2,200676,203018,203831,204365,1627676,202250,204327,204334,1628915,1629476
1021900002,79,1611661313,1611661325,2,202250,204327,204334,1628915,1629476,200676,203018,203831,204365,1627676
1021900002,80,1611661325,1611661313,2,200676,203018,203831,204365,1627676,202250,204327,204334,1628915,1629476
1021900002,81,1611661313,1611661325,0,202250,204327,204334,1628915,1629476,200676,203018,203831,204365,1627676
1021900002,82,1611661325,1611661313,3,200676,203018,203831,204365,1627676,202250,204327,204334,1628915,1629476
1021900002,83,1611661313,1611661325,0,202250,204327,204334,1628915,1629476,200676,203018,203831,204365,1627676
1021900002,84,1611661325,1611661313,0,200676,203018,203831,204365,1627676,202250,204327,204334,1628915,1629476
1021900002,85,1611661325,1611661313,0,200676,203018,203831,204365,1627676,202250,204327,204334,1628915,1629476
1021900002,86,1611661313,1611661325,0,202250,204327,204334,1628915,1629476,200676,203018,203831,204365,1627676
1021900002,87,1611661325,1611661313,2,200676,203018,203831,204365,1627676,202250,204327,204334,1628915,1629476
1021900002,88,1611661313,1611661325,3,202250,204296,204327,204334,1628915,203018,203831,204365,1627676,1628909
1021900002,89,1611661325,1611661313,0,203831,204335,204365,1627676,1628909,202250,204296,204327,204334,1628915
1021900002,90,1611661313,1611661325,2,101030,202250,204296,204334,1628915,203831,204335,204365,1627676,1628909
1021900002,91,1611661325,1611661313,2,200676,203831,204335,1627676,1628909,101030,202250,204296,204334,1628915
1021900002,92,1611661313,1611661325,2,101030,202250,204296,204334,1628915,200676,203831,204335,1627676,1628909
1021900002,93,1611661325,1611661313,2,200676,203831,204335,1627676,1628909,101030,202250,204296,204334,1628915
1021900002,94,1611661313,1611661325,0,202250,204296,204320,204334,1628915,200676,203831,204335,1627676,1628909
