game_id,poss_id,off_team,def_team,points,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5
1021700001,0,1611661313,1611661319,0,201919,202250,203411,204327,204329,100812,201530,202641,202652,204324
1021700001,1,1611661319,1611661313,1,100812,201530,202641,202652,204324,201919,202250,203411,204327,204329
1021700001,2,1611661313,1611661319,0,201919,202250,203411,204327,204329,100812,201530,202641,202652,204324
1021700001,3,1611661319,1611661313,0,100812,201530,202641,202652,204324,201919,202250,203411,204327,204329
1021700001,4,1611661319,1611661313,0,100812,201530,202641,202652,204324,201919,202250,203411,204327,204329
1021700001,5,1611661313,1611661319,2,201919,202250,203411,204327,204329,100812,201530,202641,202652,204324
1021700001,6,1611661319,1611661313,0,100812,201530,202641,202652,204324,201919,202250,203411,204327,204329
1021700001,7,1611661313,1611661319,0,201919,202250,203411,204327,204329,201530,202641,202652,204324,204330
1021700001,8,1611661319,1611661313,0,201530,202641,202652,204324,204330,201919,202250,203411,204327,204329
1021700001,9,1611661313,1611661319,1,201919,202250,203411,204327,204329,201530,202641,202652,204324,204330
1021700001,10,1611661319,1611661313,1,200673,202641,202652,204324,204330,201919,202250,203411,203829,204329
1021700001,11,1611661313,1611661319,0,201919,202250,203411,203829,204329,200673,202641,202652,204324,204330
1021700001,12,1611661319,1611661313,0,200673,202641,202652,204324,204330,201919,202250,203411,203829,204329
1021700001,13,1611661313,1611661319,2,201919,202250,203411,203829,204329,200673,202641,202652,204324,204330
1021700001,14,1611661319,1611661313,2,200673,202641,202652,204324,204330,201919,202250,203411,203829,204329
1021700001,15,1611661313,1611661319,2,201919,202250,203411,203829,204329,200673,202641,202652,204324,204330
1021700001,16,1611661319,1611661313,2,200673,202641,202652,204324,204330,201919,202250,203411,203829,204329
1021700001,17,1611661313,1611661319,0,201913,201919,202250,202259,203829,200673,202641,202652,204324,204330
1021700001,18,1611661313,1611661319,2,201913,201919,202250,202259,203829,200673,202641,202652,204324,204330
1021700001,19,1611661319,1611661313,1,200673,202641,202652,204324,204330,201913,202250,202259,203829,204332
1021700001,20,1611661313,1611661319,2,201913,202250,202259,203829,204332,200673,202641,202652,204324,204330
1021700001,21,1611661319,1611661313,1,200673,202652,203405,203863,204330,201913,202250,202259,203829,204332
1021700001,22,1611661313,1611661319,2,201913,202250,202259,203829,204332,200673,202652,203405,203863,204330
1021700001,23,1611661319,1611661313,0,200673,202652,203405,203863,204330,201913,202250,202259,203829,204332
1021700001,24,1611661313,1611661319,2,201913,202250,202259,203829,204332,200673,202652,203405,203863,204330
1021700001,25,1611661319,1611661313,2,200673,202652,203405,203863,204330,201913,202250,202259,203829,204332
1021700001,26,1611661313,1611661319,1,201913,202259,203829,204320,204332,100812,200673,202652,203863,1628269
1021700001,27,1611661319,1611661313,2,100812,200673,202652,203863,1628269,201913,202259,203829,204320,204332
1021700001,28,1611661313,1611661319,2,201913,202259,203829,204320,204332,100812,200673,202652,203863,1628269
1021700001,29,1611661319,1611661313,0,100812,200673,202652,203863,1628269,201913,202259,203829,204320,204332
1021700001,30,1611661313,1611661319,0,201913,202259,203829,204320,204332,100812,200673,202652,203863,1628269
1021700001,31,1611661319,1611661313,0,100812,200673,202652,203863,1628269,201913,202259,203829,204320,204332
1021700001,32,1611661313,1611661319,0,201913,202259,203829,204320,204332,100812,200673,202652,203863,1628269
1021700001,33,1611661319,1611661313,0,100812,200673,202652,203863,1628269,201913,202259,203829,204332,1628248
1021700001,34,1611661313,1611661319,2,201913,202259,203829,204332,1628248,100812,200673,202652,203863,1628269
1021700001,35,1611661319,1611661313,0,100812,200673,202652,203863,1628269,201913,202259,203829,204332,1628248
1021700001,36,1611661319,1611661313,0,100812,200673,202652,203863,1628269,201913,202259,203829,204332,1628248
1021700001,37,1611661319,1611661313,0,100812,200673,202652,203863,1628269,201913,202259,203829,204332,1628248
1021700001,38,1611661313,1611661319,1,201913,202259,203829,204332,1628248,100812,200673,202652,203863,1628269
1021700001,39,1611661313,1611661319,0,201913,202259,203829,204332,1628248,100812,200673,202652,203863,1628269
1021700001,40,1611661313,1611661319,0,201913,202259,203829,204332,1628248,100812,200673,201530,203863,1628269
1021700001,41,1611661319,1611661313,2,100812,200673,201530,203863,1628269,201913,202259,203411,204332,1628248
1021700001,42,1611661313,1611661319,0,201913,202259,203411,204332,1628248,100812,200673,201530,203863,1628269
1021700001,43,1611661319,1611661313,0,100812,200673,201530,203863,1628269,201913,202259,203411,204332,1628248
1021700001,44,1611661313,1611661319,2,201913,202259,203411,204332,1628248,100812,200673,201530,203863,1628269
1021700001,45,1611661319,1611661313,2,100812,200673,201530,203863,1628269,201913,202259,203411,204332,1628248
1021700001,46,1611661313,1611661319,2,202259,203411,204329,204332,1628248,100812,200673,201530,203863,204330
1021700001,47,1611661319,1611661313,2,201530,202641,203863,204324,204330,202259,203411,204329,204332,1628248
1021700001,48,1611661313,1611661319,0,202259,203411,204329,204332,1628248,201530,202641,203863,204324,204330
1021700001,49,1611661319,1611661313,0,200673,201530,202641,203863,204330,202250,202259,203411,204329,204332
1021700001,52,1611661313,1611661319,0,202250,202259,203411,204329,204332,201530,202641,202652,203863,204330
1021700001,53,1611661319,1611661313,2,201530,202641,202652,203863,204330,202250,202259,203411,204329,204332
1021700001,54,1611661313,1611661319,0,202250,202259,203411,204329,204332,201530,202641,202652,203863,204330
1021700001,55,1611661319,1611661313,0,201530,202641,202652,203863,204330,201919,202250,202259,203411,204329
1021700001,56,1611661319,1611661313,0,201530,202641,202652,203863,204330,201919,202250,202259,203411,204329
1021700001,57,1611661313,1611661319,2,201919,202250,202259,203411,204329,201530,202641,202652,203863,204330
1021700001,58,1611661319,1611661313,0,201530,202641,202652,203863,204330,201919,202250,202259,203411,204329
1021700001,59,1611661319,1611661313,0,200673,201530,202652,204324,204330,201919,202250,202259,203411,204329
1021700001,60,1611661319,1611661313,0,100812,200673,202641,202652,204330,201919,202250,203411,203829,204329
1021700001,61,1611661319,1611661313,0,100812,200673,202641,202652,204330,201919,202250,203411,203829,204329
1021700001,62,1611661313,1611661319,2,201919,202250,203411,203829,204329,100812,200673,201530,202652,204330
1021700001,63,1611661319,1611661313,2,100812,200673,201530,202652,204330,201919,202250,203411,203829,204329
1021700001,64,1611661313,1611661319,0,201913,201919,202250,203411,203829,100812,200673,201530,202652,204330
1021700001,65,1611661313,1611661319,0,201913,201919,202250,203411,203829,100812,200673,201530,202652,204330
1021700001,66,1611661319,1611661313,0,100812,201530,202652,204324,204330,201913,201919,202250,203411,203829
1021700001,67,1611661313,1611661319,5,201913,201919,202259,203411,203829,100812,201530,202652,204324,204330
1021700001,68,1611661319,1611661313,0,100812,201530,202652,204324,204330,201913,201919,202250,203411,203829
1021700001,69,1611661319,1611661313,2,100812,201530,202652,204324,204330,201913,201919,202250,203411,203829
1021700001,70,1611661313,1611661319,0,201913,201919,202259,203411,203829,100812,201530,202652,204324,204330
1021700001,71,1611661319,1611661313,0,100812,201530,202652,204324,204330,201913,201919,202259,203411,203829
1021700001,72,1611661319,1611661313,0,100812,201530,202641,202652,204330,201913,201919,203411,203829,204329
1021700001,73,1611661313,1611661319,0,201913,201919,203411,203829,204327,100812,201530,202641,202652,204330
1021700001,74,1611661319,1611661313,0,100812,201530,202641,202652,204330,201913,201919,203411,203829,204327
1021700001,75,1611661313,1611661319,2,201913,201919,203411,203829,204329,100812,201530,202641,202652,204330
1021700001,76,1611661319,1611661313,0,100812,201530,202641,202652,204330,201913,201919,203411,203829,204329
