game_id,poss_id,off_team,def_team,points,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5
1021800001,0,1611661317,1611661321,0,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,1,1611661321,1611661317,2,202633,202640,203017,203400,1628277,100940,101023,201886,201896,203398
1021800001,2,1611661317,1611661321,2,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,3,1611661321,1611661317,0,202633,202640,203017,203400,1628277,100940,101023,201886,201896,203398
1021800001,4,1611661317,1611661321,0,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,5,1611661317,1611661321,0,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,6,1611661321,1611661317,0,202633,202640,203017,203400,1628277,100940,101023,201886,201896,203398
1021800001,7,1611661317,1611661321,0,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,8,1611661321,1611661317,2,202633,202640,203017,203400,1628277,100940,101023,201886,201896,203398
1021800001,9,1611661317,1611661321,2,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,10,1611661321,1611661317,0,202633,202640,203017,203400,1628277,100940,101023,201886,201896,203398
1021800001,11,1611661317,1611661321,3,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,12,1611661321,1611661317,0,202633,202640,203017,203400,1628277,100940,101023,201886,201896,203398
1021800001,13,1611661317,1611661321,0,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,14,1611661321,1611661317,0,202633,202640,203017,203400,1628277,100940,101023,201886,201896,203398
1021800001,15,1611661317,1611661321,2,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,16,1611661321,1611661317,2,202633,202640,203017,203400,1628277,100940,101023,201886,201896,203398
1021800001,17,1611661317,1611661321,3,100940,101023,201886,201896,203398,202633,202640,203017,203400,1628277
1021800001,18,1611661321,1611661317,2,202633,202640,203017,203400,1628277,100940,101023,201886,201896,1628895
1021800001,19,1611661317,1611661321,0,100940,101023,201886,201896,1628895,202633,202640,203017,203400,1628277
