game_id,poss_id,off_team,def_team,points,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5
1022400003,0,1611661319,1611661317,0,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,1,1611661319,1611661317,2,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,2,1611661317,1611661319,0,100940,204296,204333,1627674,1630442,202252,204329,1628276,1628932,1629498
1022400003,3,1611661319,1611661317,2,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,4,1611661317,1611661319,2,100940,204296,204333,1627674,1630442,202252,204329,1628276,1628932,1629498
1022400003,5,1611661319,1611661317,0,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,6,1611661319,1611661317,0,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,7,1611661317,1611661319,0,100940,204296,204333,1627674,1630442,202252,204329,1628276,1628932,1629498
1022400003,8,1611661319,1611661317,2,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,9,1611661317,1611661319,0,100940,204296,204333,1627674,1630442,202252,204329,1628276,1628932,1629498
1022400003,10,1611661319,1611661317,0,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,11,1611661317,1611661319,0,100940,204296,204333,1627674,1630442,202252,204329,1628276,1628932,1629498
1022400003,12,1611661319,1611661317,2,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,13,1611661317,1611661319,3,100940,204296,204333,1627674,1630442,202252,204329,1628276,1628932,1629498
1022400003,14,1611661319,1611661317,2,202252,204329,1628276,1628932,1629498,100940,204296,204333,1627674,1630442
1022400003,15,1611661317,1611661319,0,204296,204333,1627674,1630134,1630442,202252,204329,1628276,1628932,1629498
1022400003,16,1611661317,1611661319,0,204296,204333,1627674,1630134,1630442,202252,204329,1628276,1628932,1629498
1022400003,17,1611661319,1611661317,2,202252,204329,1628276,1628932,1629498,204296,204333,1627674,1630134,1630442
1022400003,18,1611661317,1611661319,0,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,19,1611661317,1611661319,2,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,20,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,204333,1627674,1629482,1630134,1641700
1022400003,21,1611661317,1611661319,0,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,22,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,204333,1627674,1629482,1630134,1641700
1022400003,23,1611661317,1611661319,0,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,24,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,204333,1627674,1629482,1630134,1641700
1022400003,25,1611661317,1611661319,0,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,26,1611661319,1611661317,0,1628276,1628932,1629484,1629498,1631006,204333,1627674,1629482,1630134,1641700
1022400003,27,1611661319,1611661317,2,1628276,1628932,1629484,1629498,1631006,204333,1627674,1629482,1630134,1641700
1022400003,28,1611661317,1611661319,1,204333,1627674,1629482,1630134,1641700,1628276,1628932,1629484,1629498,1631006
1022400003,29,1611661319,1611661317,2,1628276,1628932,1629484,1629498,1631006,100940,204333,1629482,1630134,1641700
1022400003,30,1611661317,1611661319,0,100940,204333,1629482,1630134,1641700,1628276,1628932,1629484,1629498,1631006
1022400003,31,1611661319,1611661317,0,1628276,1628932,1629484,1629498,1631006,100940,204333,1629482,1630134,1641700
1022400003,32,1611661317,1611661319,0,100940,204296,204333,1629482,1630134,202641,204329,1629484,1629498,1631006
1022400003,33,1611661317,1611661319,0,100940,204296,204333,1629482,1630134,202641,204329,1629484,1629498,1631006
1022400003,34,1611661317,1611661319,3,100940,204296,204333,1629482,1630134,202641,204329,1629484,1629498,1631006
1022400003,35,1611661319,1611661317,0,202641,204329,1629484,1629498,1631006,100940,204296,204333,1629482,1630134
1022400003,36,1611661317,1611661319,0,100940,204296,204333,1629482,1630134,202641,204329,1629484,1629498,1631006
1022400003,37,1611661319,1611661317,0,204329,1628276,1629484,1629498,1631006,100940,204296,204333,1629482,1630134
1022400003,38,1611661317,1611661319,2,100940,204296,204333,1629482,1630134,204329,1628276,1629484,1629498,1631006
1022400003,39,1611661319,1611661317,0,204329,1628276,1629484,1629498,1631006,100940,204333,1629482,1630114,1630134
1022400003,40,1611661317,1611661319,0,100940,204333,1629482,1630114,1630134,204329,1628276,1629484,1629498,1631006
1022400003,41,1611661319,1611661317,0,202641,204329,1629484,1629498,1631006,100940,204333,1629482,1630114,1630134
1022400003,42,1611661317,1611661319,0,100940,204333,1629482,1630114,1630134,202252,204329,1628932,1629498,1631006
1022400003,43,1611661319,1611661317,0,202252,204329,1628932,1629498,1631006,100940,204333,1629482,1630114,1630134
1022400003,44,1611661317,1611661319,3,100940,204333,1629482,1630114,1630134,202252,204329,1628932,1629498,1631006
1022400003,45,1611661319,1611661317,3,202252,204329,1628276,1629498,1631006,100940,204333,1629482,1630114,1630134
1022400003,46,1611661317,1611661319,2,100940,204296,204333,1629482,1630134,202252,204329,1628276,1629498,1631006
1022400003,47,1611661319,1611661317,2,202252,204329,1628276,1629498,1631006,100940,204296,204333,1629482,1630134
1022400003,48,1611661317,1611661319,3,100940,204296,204333,1629482,1630134,202252,204329,1628276,1629498,1631006
1022400003,49,1611661319,1611661317,2,202252,204329,1628276,1629498,1631006,100940,204296,204333,1629482,1630134
1022400003,50,1611661317,1611661319,0,100940,204333,1629482,1630114,1630134,202252,204329,1628276,1629498,1631006
1022400003,51,1611661319,1611661317,0,202252,204329,1628276,1629498,1631006,100940,204333,1629482,1630114,1630134
1022400003,55,1611661319,1611661317,0,202252,204329,1628276,1628932,1629498,204296,204333,1627674,1629482,1630442
1022400003,56,1611661317,1611661319,3,204296,204333,1627674,1629482,1630442,202252,204329,1628276,1628932,1629498
1022400003,57,1611661319,1611661317,0,202252,204329,1628276,1628932,1629498,204296,204333,1627674,1629482,1630442
1022400003,58,1611661317,1611661319,3,204296,204333,1627674,1629482,1630442,202252,204329,1628276,1628932,1629498
1022400003,59,1611661319,1611661317,0,202252,204329,1628276,1628932,1629498,204296,204333,1627674,1629482,1630442
1022400003,60,1611661317,1611661319,0,204296,204333,1627674,1629482,1630442,202252,204329,1628276,1628932,1629498
1022400003,61,1611661317,1611661319,2,204296,204333,1627674,1629482,1630442,202252,204329,1628276,1628932,1629498
1022400003,62,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,204296,204333,1627674,1629482,1630442
1022400003,63,1611661317,1611661319,0,204296,204333,1627674,1629482,1630442,202252,1628276,1628932,1629484,1629498
1022400003,64,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,204296,204333,1627674,1629482,1630442
1022400003,65,1611661317,1611661319,3,204296,204333,1627674,1629482,1630442,202252,1628276,1628932,1629484,1629498
1022400003,66,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,204296,204333,1627674,1629482,1630442
1022400003,67,1611661317,1611661319,0,204296,204333,1627674,1629482,1630442,202252,1628276,1628932,1629484,1629498
1022400003,68,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,204296,204333,1627674,1629482,1630442
1022400003,69,1611661317,1611661319,0,204296,204333,1627674,1629482,1630442,202252,1628276,1628932,1629484,1629498
1022400003,71,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1629482
1022400003,72,1611661317,1611661319,2,100940,204296,204333,1627674,1629482,202252,1628276,1628932,1629484,1629498
1022400003,73,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1629482
1022400003,74,1611661317,1611661319,0,100940,204296,204333,1627674,1629482,202252,1628276,1628932,1629484,1629498
1022400003,75,1611661317,1611661319,0,100940,204296,204333,1627674,1629482,202252,1628276,1628932,1629484,1629498
1022400003,77,1611661317,1611661319,3,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,78,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1630442
1022400003,79,1611661317,1611661319,0,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,80,1611661317,1611661319,3,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,81,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1630442
1022400003,82,1611661317,1611661319,0,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,83,1611661319,1611661317,3,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1630442
1022400003,84,1611661317,1611661319,3,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,85,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1630442
1022400003,86,1611661317,1611661319,2,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,87,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1630442
1022400003,88,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1630442
1022400003,89,1611661317,1611661319,3,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,90,1611661319,1611661317,1,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1630442
1022400003,91,1611661317,1611661319,2,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,92,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,100940,204296,204333,1627674,1630442
1022400003,93,1611661317,1611661319,0,100940,204296,204333,1627674,1630442,202252,1628276,1628932,1629484,1629498
1022400003,94,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,204296,204333,1627674,1630134,1630442
1022400003,95,1611661317,1611661319,0,204296,204333,1627674,1630134,1630442,202252,1628276,1628932,1629484,1629498
1022400003,96,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,204296,204333,1627674,1630134,1630442
1022400003,97,1611661317,1611661319,0,204296,204333,1627674,1630134,1630442,202252,1628276,1628932,1629484,1629498
1022400003,98,1611661319,1611661317,3,202252,1628276,1628932,1629484,1629498,204296,204333,1627674,1630134,1630442
1022400003,99,1611661317,1611661319,2,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,100,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,204333,1627674,1629482,1630134,1641700
1022400003,101,1611661317,1611661319,0,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,102,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,204333,1627674,1629482,1630134,1641700
1022400003,103,1611661317,1611661319,0,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,104,1611661319,1611661317,3,202252,1628276,1628932,1629484,1629498,204333,1627674,1629482,1630134,1641700
1022400003,105,1611661317,1611661319,0,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,106,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,204333,1627674,1629482,1630134,1641700
1022400003,107,1611661317,1611661319,0,204333,1627674,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,108,1611661319,1611661317,0,202252,1628276,1628932,1629484,1629498,100940,204333,1629482,1630134,1641700
1022400003,109,1611661319,1611661317,2,202252,1628276,1628932,1629484,1629498,100940,204333,1629482,1630134,1641700
1022400003,110,1611661317,1611661319,2,100940,204333,1629482,1630134,1641700,202252,1628276,1628932,1629484,1629498
1022400003,111,1611661319,1611661317,3,202641,1628276,1628932,1629484,1629498,100940,204296,204333,1629482,1630134
1022400003,112,1611661317,1611661319,0,100940,204296,204333,1629482,1630134,202641,204329,1628276,1629484,1629498
1022400003,113,1611661317,1611661319,0,100940,204296,204333,1629482,1630134,202641,204329,1628276,1629484,1629498
1022400003,114,1611661317,1611661319,0,100940,204296,204333,1629482,1630134,202641,204329,1628276,1629484,1629498
1022400003,115,1611661319,1611661317,0,202252,202641,1628276,1629484,1629498,100940,204296,204333,1629482,1630134
1022400003,119,1611661317,1611661319,0,100940,204296,204333,1629482,1630134,202252,202641,204329,1628276,1629498
1022400003,120,1611661319,1611661317,0,202252,202641,204329,1628276,1629498,100940,204296,204333,1629482,1630134
1022400003,121,1611661317,1611661319,0,100940,204296,204333,1629482,1630134,202252,202641,204329,1628276,1629498
1022400003,124,1611661319,1611661317,2,202252,202641,1628276,1628932,1629498,204296,204333,1627674,1629482,1630442
1022400003,125,1611661317,1611661319,2,204296,204333,1627674,1629482,1630442,202252,202641,1628276,1628932,1629498
1022400003,126,1611661319,1611661317,0,202252,202641,1628276,1628932,1629498,204296,204333,1627674,1629482,1630442
1022400003,127,1611661317,1611661319,0,204296,204333,1627674,1629482,1630442,202252,202641,1628276,1628932,1629498
1022400003,128,1611661319,1611661317,2,202252,202641,1628276,1628932,1629498,204296,204333,1627674,1629482,1630442
1022400003,129,1611661317,1611661319,0,204296,204333,1627674,1629482,1630442,202252,202641,1628276,1628932,1629498
1022400003,130,1611661319,1611661317,0,202252,202641,1628276,1628932,1629498,204296,204333,1627674,1629482,1630442
1022400003,131,1611661317,1611661319,0,204296,204333,1627674,1629482,1630442,202252,202641,1628276,1628932,1629498
1022400003,132,1611661319,1611661317,0,202252,202641,1628276,1628932,1629498,204296,204333,1627674,1629482,1630442
