game_id,poss_id,off_team,def_team,points,off_p1,off_p2,off_p3,off_p4,off_p5,def_p1,def_p2,def_p3,def_p4,def_p5,fga,fgm,fg3a,fg3m,fta,ftm,tov_flag,oreb,oreb_chance,trans_flag,game_date
1022600001,0,1611661313,1611661323,0,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,1,1611661313,1611661323,2,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,2,1611661323,1611661313,2,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,3,1611661313,1611661323,0,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,4,1611661323,1611661313,0,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,5,1611661313,1611661323,3,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,6,1611661323,1611661313,0,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,7,1611661313,1611661323,2,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,1,1,0,0,0,0,0,0,0,1,2026-05-08
1022600001,8,1611661323,1611661313,0,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,0,0,0,0,1,1,0,0,0,1,2026-05-08
1022600001,9,1611661323,1611661313,0,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,10,1611661313,1611661323,2,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,1,1,0,0,0,0,0,0,0,1,2026-05-08
1022600001,11,1611661323,1611661313,2,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,12,1611661313,1611661323,0,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,13,1611661323,1611661313,0,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,0,0,0,0,0,0,1,0,0,1,2026-05-08
1022600001,14,1611661313,1611661323,0,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,1,0,0,0,0,0,0,0,1,1,2026-05-08
1022600001,15,1611661323,1611661313,0,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,2,0,0,0,0,0,0,1,2,0,2026-05-08
1022600001,16,1611661313,1611661323,3,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,2,1,0,0,0,0,0,0,0,1,2026-05-08
1022600001,17,1611661323,1611661313,0,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,18,1611661313,1611661323,3,204335,1627668,1627673,1629546,1631136,203398,1629568,1641649,1642800,1642809,1,1,0,0,0,0,0,0,0,1,2026-05-08
1022600001,19,1611661323,1611661313,2,203398,1629568,1641649,1642800,1642809,204335,1627668,1627673,1629546,1631136,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,77,1611661313,1611661323,0,204335,1627668,1627673,1629546,1642210,203398,1629568,1641649,1642809,1642817,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,78,1611661323,1611661313,0,203398,1629568,1641649,1642809,1642817,204335,1627668,1627673,1629546,1642210,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,79,1611661313,1611661323,2,204335,1627668,1627673,1629546,1642210,203398,1629568,1641649,1642809,1642817,1,1,0,0,0,0,0,0,0,1,2026-05-08
1022600001,80,1611661323,1611661313,2,203398,1629568,1641649,1642809,1642817,204335,1627668,1627673,1629546,1642210,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,81,1611661313,1611661323,2,204335,1627668,1627673,1629546,1642210,203398,1629568,1641649,1642809,1642817,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,82,1611661323,1611661313,0,203398,1629568,1641649,1642809,1642817,204335,1627668,1627673,1629546,1642210,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,83,1611661313,1611661323,2,204335,1627668,1627673,1629546,1642210,203398,1629568,1641649,1642809,1642817,1,1,0,0,0,0,0,0,0,1,2026-05-08
1022600001,84,1611661323,1611661313,2,203398,1629568,1641649,1642809,1642817,204335,1627668,1627673,1629546,1642210,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,85,1611661313,1611661323,2,204335,1627668,1627673,1629546,1642210,203398,1641649,1642800,1642809,1642817,0,0,0,0,2,2,0,0,0,0,2026-05-08
1022600001,86,1611661323,1611661313,1,203398,1641649,1642800,1642809,1642817,204335,1627668,1627673,1629546,1642210,0,0,0,0,2,1,0,0,0,1,2026-05-08
1022600001,87,1611661313,1611661323,0,204335,1627668,1627673,1629546,1642210,203398,1641649,1642800,1642809,1642817,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,88,1611661323,1611661313,1,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,0,0,0,0,4,3,0,0,0,1,2026-05-08
1022600001,89,1611661323,1611661313,2,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,90,1611661313,1611661323,0,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,1,0,0,0,0,0,0,0,0,1,2026-05-08
1022600001,91,1611661313,1611661323,0,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,92,1611661323,1611661313,2,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,2,1,0,0,0,0,0,1,1,0,2026-05-08
1022600001,93,1611661313,1611661323,2,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,94,1611661323,1611661313,3,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,95,1611661313,1611661323,0,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,96,1611661323,1611661313,2,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,97,1611661313,1611661323,0,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,98,1611661323,1611661313,2,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,2,1,0,0,0,0,0,0,0,1,2026-05-08
1022600001,99,1611661313,1611661323,0,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,100,1611661323,1611661313,0,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,0,0,0,0,0,0,1,0,0,1,2026-05-08
1022600001,101,1611661313,1611661323,2,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,0,0,0,0,2,2,0,0,0,0,2026-05-08
1022600001,102,1611661323,1611661313,0,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,103,1611661313,1611661323,0,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,2,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,104,1611661313,1611661323,0,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,105,1611661323,1611661313,2,203398,1641649,1642809,1642817,1643449,203822,204335,1627668,1627673,1629546,2,1,0,0,0,0,0,0,0,0,2026-05-08
1022600001,106,1611661313,1611661323,0,203822,204335,1627668,1627673,1629546,203398,1641649,1642809,1642817,1643449,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600001,144,1611661323,1611661313,2,203398,1642809,1643429,1643441,1643449,203822,204335,1627668,1627673,1642210,1,1,0,0,0,0,0,0,0,1,2026-05-08
1022600001,145,1611661313,1611661323,2,203822,204335,1627668,1627673,1642210,203398,1642800,1642809,1643429,1643449,0,0,0,0,2,2,0,0,0,0,2026-05-08
1022600001,146,1611661323,1611661313,0,203398,1642800,1642809,1643429,1643449,203822,204335,1627668,1627673,1642210,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,147,1611661313,1611661323,0,203822,204335,1627668,1627673,1642210,203398,1642800,1642809,1643429,1643449,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,148,1611661323,1611661313,0,203398,1642800,1642809,1643429,1643449,203822,204335,1627668,1627673,1642210,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,149,1611661313,1611661323,0,203822,204335,1627668,1627673,1642210,203398,1642800,1642809,1643429,1643449,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600001,150,1611661323,1611661313,0,203398,1642800,1642809,1643429,1643449,203822,204335,1627668,1627673,1642210,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600003,0,1611661328,1611661331,3,203828,1629567,1641651,1642798,1643428,203026,203866,204329,1628931,1631007,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600003,1,1611661331,1611661328,2,203026,203866,204329,1628931,1631007,203828,1629567,1641651,1642798,1643428,2,0,0,0,0,0,0,1,2,0,2026-05-08
1022600003,2,1611661328,1611661331,0,203828,1629567,1641651,1642798,1643428,203026,203866,204329,1628931,1631007,0,0,0,0,0,0,1,0,0,1,2026-05-08
1022600003,3,1611661331,1611661328,0,203026,203866,204329,1628931,1631007,203828,1629567,1641651,1642798,1643428,0,0,0,0,0,0,1,0,0,0,2026-05-08
1022600003,4,1611661328,1611661331,0,203828,1629567,1641651,1642798,1643428,203026,203866,204329,1628931,1631007,1,0,0,0,0,0,0,0,1,0,2026-05-08
1022600003,5,1611661331,1611661328,0,203026,203866,204329,1628931,1631007,203828,1629567,1641651,1642798,1643428,2,0,0,0,0,0,0,0,1,0,2026-05-08
1022600003,6,1611661328,1611661331,3,203828,1629567,1641651,1642798,1643428,203026,203866,204329,1628931,1631007,1,1,0,0,0,0,0,0,0,1,2026-05-08
1022600003,7,1611661331,1611661328,1,203026,203866,204329,1628931,1631007,203828,1628882,1629567,1642798,1643428,0,0,0,0,2,1,0,0,0,0,2026-05-08
1022600003,8,1611661328,1611661331,0,203828,1628882,1629567,1642798,1643428,203026,203866,204329,1628931,1631007,1,0,0,0,0,0,1,1,1,0,2026-05-08
1022600003,9,1611661331,1611661328,3,203026,203866,204329,1628931,1631007,203828,1628882,1629567,1642798,1643428,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600003,10,1611661328,1611661331,2,203828,1628882,1629567,1642798,1643428,203026,203866,204329,1628931,1631007,1,1,0,0,0,0,0,0,0,0,2026-05-08
1022600003,11,1611661331,1611661328,0,203026,203866,204329,1628931,1631007,203828,1628882,1629567,1642798,1643428,0,0,0,0,1,1,0,0,0,1,2026-05-08
1022600003,12,1611661331,1611661328,0,203026,203866,204329,1628931,1631007,203828,1628882,1629567,1642798,1643428,1,0,0,0,0,0,0,0,1,0,2026-05-08
